entry_date,entry_time,exit_date,exit_time,strike,opt_type,entry_price,exit_price,pnl,pnl_pct,hold_duration_minutes,exit_reason,max_price,partial_exit
2025-08-19,10:18:38,2025-08-19,10:18:39,24900.0,CE,199.55,2342.45,2137.90,1071.36,0,contract_change,199.55,False
2025-08-19,10:19:04,2025-08-19,10:19:05,24900.0,PE,125.5,2342.45,2211.95,1762.51,0,contract_change,125.50,False
2025-08-19,10:19:12,2025-08-19,10:19:13,24900.0,CE,200.05,2350.0,2144.95,1072.21,0,contract_change,200.05,False
2025-08-19,10:20:27,2025-08-19,10:20:28,24950.0,PE,145.85,2342.45,2191.60,1502.64,0,contract_change,145.85,False
2025-08-19,10:20:59,2025-08-19,10:21:02,24950.0,CE,173.65,2020.0,1841.35,1060.38,0,contract_change,173.65,False
2025-08-19,10:21:04,2025-08-19,10:21:05,24950.0,PE,145.8,2290.0,2139.20,1467.22,0,contract_change,145.80,False
2025-08-19,10:21:08,2025-08-19,10:21:13,24900.0,PE,125.15,2350.0,2219.85,1773.75,0,contract_change,125.15,False
2025-08-19,10:21:24,2025-08-19,10:21:26,24900.0,CE,201.5,2290.0,2083.50,1034.00,0,contract_change,201.50,False
2025-08-19,10:23:47,2025-08-19,10:23:58,24900.0,CE,198.95,2350.0,2146.05,1078.69,0,contract_change,198.95,False
2025-08-19,10:24:20,2025-08-19,10:24:22,24900.0,PE,125.55,2350.0,2219.45,1767.78,0,contract_change,125.55,False
2025-08-19,10:24:29,2025-08-19,10:24:32,24900.0,CE,198.05,2350.0,2146.95,1084.04,0,contract_change,198.05,False
