entry_date,entry_time,exit_date,exit_time,strike,opt_type,entry_price,exit_price,pnl,pnl_pct,hold_duration_minutes,exit_reason,sq0_at_entry,sq0_peak
2025-11-20,11:46:20,2025-11-20,11:46:21,26150.0,CE,128.95,128.65,-0.30,-0.23,0,stop_loss,2775,4275
2025-11-20,11:49:26,2025-11-20,11:49:27,26150.0,CE,123.2,122.8,-0.40,-0.32,0,stop_loss,1875,4050
2025-11-20,11:50:32,2025-11-20,11:50:44,26150.0,CE,123.3,123.15,-0.15,-0.12,0,stop_loss,3375,5850
2025-11-20,11:51:22,2025-11-20,11:52:41,26150.0,CE,122.65,122.3,-0.35,-0.29,1,stop_loss,2550,4275
2025-11-20,11:54:44,2025-11-20,11:54:49,26150.0,CE,121.6,121.55,-0.05,-0.04,0,stop_loss,3450,12825
2025-11-20,11:56:40,2025-11-20,11:56:41,26150.0,CE,125.6,125.2,-0.40,-0.32,0,stop_loss,2700,22650
2025-11-20,11:57:45,2025-11-20,11:58:27,26150.0,CE,125.85,125.75,-0.10,-0.08,0,stop_loss,2400,3600
2025-11-20,12:02:10,2025-11-20,12:02:11,26150.0,CE,132.0,131.95,-0.05,-0.04,0,stop_loss,3150,7275
2025-11-20,12:05:16,2025-11-20,12:05:18,26150.0,CE,128.8,128.7,-0.10,-0.08,0,stop_loss,1950,5775
2025-11-20,12:07:44,2025-11-20,12:07:47,26150.0,CE,128.4,128.2,-0.20,-0.16,0,stop_loss,2100,3450
2025-11-20,12:09:28,2025-11-20,12:09:29,26150.0,CE,127.65,127.6,-0.05,-0.04,0,stop_loss,2400,3525
2025-11-20,12:11:43,2025-11-20,12:11:47,26150.0,CE,128.5,128.2,-0.30,-0.23,0,stop_loss,2850,9900
2025-11-20,12:13:16,2025-11-20,12:13:17,26150.0,CE,130.25,130.1,-0.15,-0.12,0,stop_loss,2925,9525
2025-11-20,12:15:46,2025-11-20,12:15:48,26150.0,CE,129.15,128.95,-0.20,-0.15,0,stop_loss,2400,11250
2025-11-20,12:19:06,2025-11-20,12:19:07,26150.0,CE,128.75,128.6,-0.15,-0.12,0,stop_loss,2475,7275
2025-11-20,12:21:26,2025-11-20,12:24:16,26150.0,CE,128.85,139.3,10.45,8.11,2,profit_target,2175,4275
2025-11-20,12:35:55,2025-11-20,12:35:56,26150.0,CE,140.7,140.25,-0.45,-0.32,0,stop_loss,3075,43275
2025-11-20,12:39:49,2025-11-20,12:39:50,26150.0,CE,141.45,141.2,-0.25,-0.18,0,stop_loss,1950,4050
2025-11-20,12:41:36,2025-11-20,12:41:38,26150.0,CE,139.45,139.25,-0.20,-0.14,0,stop_loss,1950,3300
2025-11-20,12:42:56,2025-11-20,12:42:57,26150.0,CE,140.4,140.0,-0.40,-0.28,0,stop_loss,3375,10800
2025-11-20,12:44:12,2025-11-20,12:44:24,26150.0,CE,142.0,141.6,-0.40,-0.28,0,stop_loss,2325,3375
2025-11-20,12:45:16,2025-11-20,12:45:18,26150.0,CE,141.95,141.7,-0.25,-0.18,0,stop_loss,1650,2850
2025-11-20,12:59:22,2025-11-20,12:59:24,26150.0,CE,138.35,137.9,-0.45,-0.33,0,stop_loss,1725,73050
2025-11-20,13:00:25,2025-11-20,13:00:26,26150.0,CE,138.7,138.5,-0.20,-0.14,0,stop_loss,2550,9600
2025-11-20,13:03:52,2025-11-20,13:03:54,26200.0,CE,117.65,117.5,-0.15,-0.13,0,stop_loss,3225,44475
2025-11-20,13:04:26,2025-11-20,13:04:27,26200.0,CE,117.45,117.25,-0.20,-0.17,0,stop_loss,1575,3225
2025-11-20,13:04:44,2025-11-20,13:04:46,26200.0,CE,116.95,116.65,-0.30,-0.26,0,stop_loss,2100,3225
2025-11-20,13:11:34,2025-11-20,13:11:35,26200.0,CE,112.95,112.7,-0.25,-0.22,0,stop_loss,2100,10350
2025-11-20,13:11:40,2025-11-20,13:11:41,26200.0,CE,112.3,111.6,-0.70,-0.62,0,stop_loss,2475,3750
2025-11-20,13:13:33,2025-11-20,13:13:34,26200.0,CE,111.7,111.6,-0.10,-0.09,0,stop_loss,3150,7650
2025-11-20,13:22:42,2025-11-20,13:22:43,26200.0,CE,116.55,116.5,-0.05,-0.04,0,stop_loss,2400,17100
2025-11-20,13:30:41,2025-11-20,13:30:42,26200.0,CE,132.95,132.8,-0.15,-0.11,0,stop_loss,2250,24600
2025-11-20,13:34:20,2025-11-20,13:34:21,26200.0,CE,135.35,134.9,-0.45,-0.33,0,stop_loss,2625,11100
2025-11-20,13:39:13,2025-11-20,13:39:54,26200.0,CE,142.0,149.55,7.55,5.32,0,profit_target,4500,29925
2025-11-20,13:43:21,2025-11-20,13:43:22,26200.0,CE,146.0,145.75,-0.25,-0.17,0,stop_loss,2025,4500
2025-11-20,13:46:11,2025-11-20,13:46:18,26200.0,CE,147.55,147.4,-0.15,-0.10,0,stop_loss,1425,3450
2025-11-20,13:46:31,2025-11-20,13:46:32,26200.0,CE,148.55,148.35,-0.20,-0.13,0,stop_loss,1875,3075
2025-11-20,13:48:47,2025-11-20,13:48:50,26200.0,CE,144.0,143.7,-0.30,-0.21,0,stop_loss,2850,5550
2025-11-20,13:50:17,2025-11-20,13:50:18,26200.0,CE,149.0,148.25,-0.75,-0.50,0,stop_loss,12075,18750
2025-11-20,13:50:31,2025-11-20,13:50:32,26200.0,CE,149.85,148.95,-0.90,-0.60,0,stop_loss,2925,12075
2025-11-20,13:52:00,2025-11-20,13:52:01,26200.0,CE,148.5,148.3,-0.20,-0.13,0,stop_loss,1875,3975
2025-11-20,14:01:20,2025-11-20,14:01:30,26200.0,CE,154.95,154.35,-0.60,-0.39,0,stop_loss,1425,60975
2025-11-20,14:22:07,2025-11-20,14:22:08,26250.0,CE,129.9,129.7,-0.20,-0.15,0,stop_loss,2625,42900
2025-11-20,14:22:51,2025-11-20,14:22:52,26250.0,CE,129.2,128.6,-0.60,-0.46,0,stop_loss,2100,9225
2025-11-20,14:23:54,2025-11-20,14:23:55,26250.0,CE,127.45,127.0,-0.45,-0.35,0,stop_loss,1650,2775
2025-11-20,14:25:09,2025-11-20,14:25:10,26250.0,CE,128.0,127.85,-0.15,-0.12,0,stop_loss,2025,4125
2025-11-20,14:29:20,2025-11-20,14:29:21,26200.0,CE,144.35,143.75,-0.60,-0.42,0,stop_loss,1800,11700
2025-11-21,10:05:09,2025-11-21,10:05:10,26100.0,CE,117.15,116.95,-0.20,-0.17,0,stop_loss,2925,4800
2025-11-21,10:05:57,2025-11-21,10:05:58,26100.0,CE,117.5,117.15,-0.35,-0.30,0,stop_loss,2850,5025
2025-11-21,10:19:04,2025-11-21,10:19:05,26050.0,CE,133.0,132.9,-0.10,-0.08,0,stop_loss,1125,38775
2025-11-21,10:19:14,2025-11-21,10:19:15,26050.0,CE,133.9,133.65,-0.25,-0.19,0,stop_loss,1275,2175
2025-11-21,10:23:13,2025-11-21,10:26:14,26050.0,CE,131.5,134.35,2.85,2.17,3,time_stop,1725,4800
2025-11-21,10:27:22,2025-11-21,10:27:23,26050.0,CE,134.45,134.35,-0.10,-0.07,0,stop_loss,2025,6525
2025-11-21,10:32:30,2025-11-21,10:32:31,26050.0,CE,135.45,134.55,-0.90,-0.66,0,stop_loss,2025,4350
2025-11-21,10:42:08,2025-11-21,10:42:22,26050.0,CE,133.0,132.8,-0.20,-0.15,0,stop_loss,2025,14775
2025-11-21,10:57:56,2025-11-21,10:58:00,26100.0,CE,112.0,111.35,-0.65,-0.58,0,stop_loss,3975,21300
2025-11-21,10:58:26,2025-11-21,10:58:34,26100.0,CE,110.85,110.55,-0.30,-0.27,0,stop_loss,2700,3975
2025-11-21,11:02:26,2025-11-21,11:02:27,26100.0,CE,112.0,111.95,-0.05,-0.04,0,stop_loss,3975,10575
2025-11-21,11:15:37,2025-11-21,11:15:38,26100.0,CE,119.9,119.8,-0.10,-0.08,0,stop_loss,6075,109725
2025-11-21,11:15:42,2025-11-21,11:15:43,26100.0,CE,120.4,119.85,-0.55,-0.46,0,stop_loss,3300,6075
2025-11-21,11:17:21,2025-11-21,11:17:22,26100.0,CE,121.2,120.6,-0.60,-0.50,0,stop_loss,3900,30450
2025-11-21,11:35:31,2025-11-21,11:35:32,26100.0,CE,111.6,111.0,-0.60,-0.54,0,stop_loss,3975,24825
2025-11-21,11:46:35,2025-11-21,11:46:36,26100.0,CE,113.5,112.85,-0.65,-0.57,0,stop_loss,7650,23025
2025-11-21,11:46:40,2025-11-21,11:46:41,26100.0,CE,113.0,110.75,-2.25,-1.99,0,stop_loss,4950,7650
2025-11-21,12:05:54,2025-11-21,12:05:55,26100.0,CE,122.5,122.45,-0.05,-0.04,0,stop_loss,5625,44175
2025-11-21,12:06:00,2025-11-21,12:06:01,26100.0,CE,122.0,121.8,-0.20,-0.16,0,stop_loss,2400,5625
2025-11-21,12:08:13,2025-11-21,12:08:14,26100.0,CE,119.3,119.0,-0.30,-0.25,0,stop_loss,4350,7425
2025-11-21,12:10:20,2025-11-21,12:10:21,26100.0,CE,121.0,120.95,-0.05,-0.04,0,stop_loss,2550,22350
2025-11-21,12:18:13,2025-11-21,12:18:14,26150.0,CE,103.4,103.2,-0.20,-0.19,0,stop_loss,3900,21750
2025-11-21,12:20:32,2025-11-21,12:23:33,26150.0,CE,107.95,111.95,4.00,3.71,3,time_stop,4575,6600
2025-11-21,12:23:59,2025-11-21,12:24:00,26150.0,CE,112.4,112.35,-0.05,-0.04,0,stop_loss,3525,14925
2025-11-21,12:45:15,2025-11-21,12:45:16,26150.0,CE,109.5,109.25,-0.25,-0.23,0,stop_loss,7125,71550
2025-11-21,12:45:25,2025-11-21,12:45:26,26150.0,CE,110.2,109.65,-0.55,-0.50,0,stop_loss,3600,7350
2025-11-21,12:48:12,2025-11-21,12:48:13,26150.0,CE,113.45,113.25,-0.20,-0.18,0,stop_loss,4500,65325
2025-11-21,13:17:22,2025-11-21,13:17:23,26150.0,CE,99.4,99.0,-0.40,-0.40,0,stop_loss,2775,84825
2025-11-21,13:29:02,2025-11-21,13:29:03,26100.0,CE,117.45,117.3,-0.15,-0.13,0,stop_loss,2475,19350
2025-11-21,13:32:42,2025-11-21,13:32:43,26100.0,CE,114.95,114.45,-0.50,-0.43,0,stop_loss,2850,22125
2025-11-21,13:33:09,2025-11-21,13:33:10,26100.0,CE,114.25,113.75,-0.50,-0.44,0,stop_loss,3825,10275
2025-11-21,13:50:12,2025-11-21,13:50:15,26100.0,CE,116.0,115.85,-0.15,-0.13,0,stop_loss,3750,22950
2025-11-21,13:53:37,2025-11-21,13:53:38,26100.0,CE,116.95,116.6,-0.35,-0.30,0,stop_loss,2850,36975
2025-11-21,13:53:50,2025-11-21,13:54:51,26100.0,CE,117.5,123.95,6.45,5.49,1,profit_target,3300,4875
2025-11-21,14:05:40,2025-11-21,14:05:41,26150.0,CE,100.4,100.0,-0.40,-0.40,0,stop_loss,3450,32775
2025-11-21,14:13:58,2025-11-21,14:14:01,26150.0,CE,109.95,109.9,-0.05,-0.05,0,stop_loss,3675,34425
2025-11-21,14:26:45,2025-11-21,14:26:46,26150.0,CE,112.15,112.0,-0.15,-0.13,0,stop_loss,4575,17250
2025-11-24,10:15:45,2025-11-24,10:15:47,26150.0,CE,75.2,75.1,-0.10,-0.13,0,stop_loss,5775,99900
2025-11-24,10:15:52,2025-11-24,10:15:53,26150.0,CE,75.15,75.0,-0.15,-0.20,0,stop_loss,6075,8775
2025-11-24,10:41:31,2025-11-24,10:41:32,26150.0,CE,77.95,77.9,-0.05,-0.06,0,stop_loss,4725,61875
2025-11-24,10:47:53,2025-11-24,10:47:55,26150.0,CE,76.2,76.1,-0.10,-0.13,0,stop_loss,5925,50625
2025-11-24,11:03:42,2025-11-24,11:03:43,26100.0,CE,84.0,83.8,-0.20,-0.24,0,stop_loss,3825,34425
2025-11-24,11:38:12,2025-11-24,11:38:30,26150.0,CE,71.0,70.9,-0.10,-0.14,0,stop_loss,7050,80550
2025-11-24,11:38:36,2025-11-24,11:38:37,26150.0,CE,71.0,70.9,-0.10,-0.14,0,stop_loss,4875,7050
2025-11-24,11:45:23,2025-11-24,11:45:24,26100.0,CE,93.6,93.45,-0.15,-0.16,0,stop_loss,5700,28200
2025-11-24,12:39:05,2025-11-24,12:39:07,26100.0,CE,72.6,72.45,-0.15,-0.21,0,stop_loss,4575,99225
2025-11-24,12:42:58,2025-11-24,12:42:59,26100.0,CE,72.5,72.3,-0.20,-0.28,0,stop_loss,8475,25200
2025-11-24,12:43:02,2025-11-24,12:43:03,26100.0,CE,72.6,72.55,-0.05,-0.07,0,stop_loss,4875,8475
2025-11-24,12:50:17,2025-11-24,12:50:19,26100.0,CE,76.05,76.0,-0.05,-0.07,0,stop_loss,5100,46500
2025-11-24,13:47:28,2025-11-24,13:47:29,26100.0,CE,71.5,71.45,-0.05,-0.07,0,stop_loss,7425,199575
2025-11-24,13:55:23,2025-11-24,13:55:24,26100.0,CE,66.5,66.4,-0.10,-0.15,0,stop_loss,6225,69675
2025-11-24,14:27:12,2025-11-24,14:27:13,26050.0,CE,69.15,68.85,-0.30,-0.43,0,stop_loss,7125,33750
