entry_date,entry_time,exit_date,exit_time,strike,opt_type,entry_price,exit_price,pnl,pnl_pct,hold_duration_minutes,exit_reason,ema5_at_entry,ema21_at_entry
2025-08-19,14:44:59,2025-08-19,14:50:00,24950.0,CE,195.6,198.0,2.40,1.23,5,time_stop,195.45,186.25
2025-08-19,14:51:37,2025-08-19,14:52:59,24950.0,CE,198.5,191.0,-7.50,-3.78,1,trend_broken,198.00,191.23
2025-08-19,14:53:40,2025-08-19,14:58:41,24950.0,CE,195.75,196.75,1.00,0.51,5,time_stop,195.49,194.51
2025-08-19,14:59:01,2025-08-19,14:59:41,24950.0,CE,197.1,195.95,-1.15,-0.58,0,trend_broken,196.61,196.04
2025-08-20,09:30:55,2025-08-20,09:31:01,24950.0,CE,156.15,155.2,-0.95,-0.61,0,trend_broken,156.13,155.46
2025-08-20,09:31:52,2025-08-20,09:36:53,24950.0,CE,152.3,160.45,8.15,5.35,5,time_stop,152.03,151.43
2025-08-20,09:36:55,2025-08-20,09:39:03,24950.0,CE,160.85,159.0,-1.85,-1.15,2,trend_broken,160.63,160.57
2025-08-20,09:40:12,2025-08-20,09:40:13,24950.0,CE,158.2,158.05,-0.15,-0.09,0,trend_broken,158.47,158.20
2025-08-20,09:41:10,2025-08-20,09:41:13,24950.0,CE,162.9,161.4,-1.50,-0.92,0,trend_broken,162.55,161.75
2025-08-20,09:41:14,2025-08-20,09:41:19,24950.0,CE,161.8,161.4,-0.40,-0.25,0,trend_broken,161.93,161.77
2025-08-20,09:41:40,2025-08-20,09:42:04,24950.0,CE,160.65,160.0,-0.65,-0.40,0,trend_broken,160.63,160.15
2025-08-20,09:42:10,2025-08-20,09:47:11,24950.0,CE,159.2,174.7,15.50,9.74,5,time_stop,159.23,157.59
2025-08-20,09:49:01,2025-08-20,09:49:04,25000.0,CE,148.4,147.6,-0.80,-0.54,0,trend_broken,148.62,147.96
2025-08-20,09:49:18,2025-08-20,09:51:12,25000.0,CE,149.4,148.0,-1.40,-0.94,1,trend_broken,148.99,148.59
2025-08-20,09:52:17,2025-08-20,09:52:33,24950.0,CE,175.3,174.0,-1.30,-0.74,0,trend_broken,175.35,174.02
2025-08-20,09:52:51,2025-08-20,09:53:00,24950.0,CE,172.0,169.1,-2.90,-1.69,0,trend_broken,171.55,169.80
2025-08-20,09:53:10,2025-08-20,09:55:38,24950.0,CE,170.7,170.25,-0.45,-0.26,2,trend_broken,170.48,170.26
