entry_date,entry_time,exit_date,exit_time,strike,opt_type,entry_price,exit_price,pnl,pnl_pct,hold_duration_minutes,exit_reason,max_price
2025-08-19,12:58:53,2025-08-19,13:00:54,25000.0,PE,137.85,139.35,1.50,1.09,2,trail_stop,139.95
2025-08-19,13:00:56,2025-08-19,13:03:00,25000.0,PE,139.85,141.9,2.05,1.47,2,trail_stop,142.50
2025-08-19,13:03:02,2025-08-19,13:05:02,25000.0,CE,177.7,180.4,2.70,1.52,2,trail_stop,181.00
2025-08-19,13:05:16,2025-08-19,13:07:17,25000.0,CE,181.9,178.35,-3.55,-1.95,2,trail_stop,182.75
2025-08-19,13:07:18,2025-08-19,13:09:18,25000.0,CE,178.65,178.45,-0.20,-0.11,2,trail_stop,181.00
2025-08-19,13:09:22,2025-08-19,13:11:25,25000.0,CE,177.85,177.25,-0.60,-0.34,2,trail_stop,178.50
2025-08-19,13:11:34,2025-08-19,13:13:36,25000.0,PE,142.75,143.1,0.35,0.25,2,trail_stop,143.65
2025-08-19,13:13:39,2025-08-19,13:15:40,25000.0,PE,143.5,139.4,-4.10,-2.86,2,trail_stop,143.50
2025-08-19,13:15:41,2025-08-19,13:17:41,25000.0,CE,181.7,180.55,-1.15,-0.63,2,trail_stop,186.50
2025-08-19,13:17:57,2025-08-19,13:19:58,25000.0,CE,180.35,179.7,-0.65,-0.36,2,trail_stop,182.75
2025-08-19,13:19:59,2025-08-19,13:22:04,25000.0,PE,140.95,139.2,-1.75,-1.24,2,trail_stop,141.90
2025-08-19,13:22:10,2025-08-19,13:24:27,25000.0,PE,139.25,139.1,-0.15,-0.11,2,trail_stop,140.00
2025-08-19,13:24:37,2025-08-19,13:26:41,25000.0,CE,180.1,179.0,-1.10,-0.61,2,trail_stop,180.15
2025-08-19,13:26:43,2025-08-19,13:28:44,25000.0,CE,179.35,176.8,-2.55,-1.42,2,trail_stop,179.35
2025-08-19,13:28:47,2025-08-19,13:30:47,25000.0,PE,142.35,141.5,-0.85,-0.60,2,trail_stop,143.00
2025-08-19,13:30:54,2025-08-19,13:33:02,25000.0,CE,176.5,169.85,-6.65,-3.77,2,trail_stop,177.15
2025-08-19,13:33:04,2025-08-19,13:35:10,25100.0,CE,119.9,118.5,-1.40,-1.17,2,trail_stop,120.35
2025-08-19,13:35:16,2025-08-19,13:37:19,24950.0,PE,123.9,122.1,-1.80,-1.45,2,trail_stop,124.15
2025-08-19,13:37:28,2025-08-19,13:39:28,25000.0,CE,170.95,166.25,-4.70,-2.75,2,trail_stop,172.25
2025-08-19,13:39:37,2025-08-19,13:41:46,25000.0,CE,166.95,165.0,-1.95,-1.17,2,trail_stop,166.95
2025-08-19,13:41:50,2025-08-19,13:43:50,24950.0,CE,193.8,198.35,4.55,2.35,2,trail_stop,199.10
2025-08-19,13:43:55,2025-08-19,13:45:55,25000.0,CE,170.0,170.9,0.90,0.53,2,trail_stop,173.85
2025-08-19,13:46:03,2025-08-19,13:48:03,24950.0,CE,199.3,195.45,-3.85,-1.93,2,trail_stop,199.30
2025-08-19,13:48:04,2025-08-19,13:50:04,24950.0,PE,123.5,121.8,-1.70,-1.38,2,trail_stop,123.90
2025-08-19,13:50:11,2025-08-19,13:52:16,24950.0,CE,196.4,194.3,-2.10,-1.07,2,trail_stop,197.50
2025-08-19,13:52:24,2025-08-19,13:54:24,24950.0,PE,123.9,125.15,1.25,1.01,2,trail_stop,128.80
2025-08-19,13:54:38,2025-08-19,13:56:38,24950.0,PE,125.7,125.6,-0.10,-0.08,2,trail_stop,125.75
2025-08-19,13:56:42,2025-08-19,13:58:43,24950.0,CE,188.4,188.55,0.15,0.08,2,trail_stop,188.85
2025-08-19,13:58:48,2025-08-19,14:00:48,24850.0,PE,90.85,91.25,0.40,0.44,2,trail_stop,92.60
2025-08-19,14:00:59,2025-08-19,14:02:59,24950.0,PE,125.8,125.95,0.15,0.12,2,trail_stop,126.40
2025-08-19,14:03:01,2025-08-19,14:05:05,24950.0,PE,125.9,129.2,3.30,2.62,2,trail_stop,130.60
2025-08-19,14:05:06,2025-08-19,14:07:06,25000.0,CE,156.4,146.15,-10.25,-6.55,2,trail_stop,157.25
2025-08-19,14:07:07,2025-08-19,14:09:26,24950.0,CE,173.0,179.1,6.10,3.53,2,trail_stop,179.70
2025-08-19,14:09:32,2025-08-19,14:11:37,24950.0,CE,179.2,180.8,1.60,0.89,2,trail_stop,181.30
2025-08-19,14:11:38,2025-08-19,14:13:39,24850.0,PE,94.7,95.3,0.60,0.63,2,trail_stop,96.15
2025-08-19,14:13:41,2025-08-19,14:15:43,24900.0,PE,112.15,114.1,1.95,1.74,2,trail_stop,114.30
2025-08-19,14:15:45,2025-08-19,14:17:45,24950.0,PE,134.15,130.65,-3.50,-2.61,2,trail_stop,136.10
2025-08-19,14:17:56,2025-08-19,14:20:00,24950.0,CE,183.05,186.75,3.70,2.02,2,trail_stop,187.80
2025-08-19,14:20:05,2025-08-19,14:22:07,24950.0,PE,126.6,124.8,-1.80,-1.42,2,trail_stop,128.45
2025-08-19,14:22:10,2025-08-19,14:24:10,24950.0,CE,189.9,193.2,3.30,1.74,2,trail_stop,194.75
2025-08-19,14:24:27,2025-08-19,14:26:29,24950.0,CE,193.4,196.3,2.90,1.50,2,trail_stop,197.00
2025-08-19,14:26:30,2025-08-19,14:28:30,24950.0,PE,120.3,118.6,-1.70,-1.41,2,trail_stop,120.30
2025-08-19,14:28:33,2025-08-19,15:20:00,24900.0,PE,100.6,97.1,-3.50,-3.48,51,eod,100.60
2025-08-20,12:00:01,2025-08-20,12:02:04,25050.0,CE,158.6,157.65,-0.95,-0.60,2,trail_stop,162.40
2025-08-20,12:02:13,2025-08-20,12:04:22,25050.0,PE,135.6,136.3,0.70,0.52,2,trail_stop,138.20
2025-08-20,12:04:27,2025-08-20,12:06:28,25050.0,CE,157.75,157.9,0.15,0.10,2,trail_stop,158.00
2025-08-20,12:06:33,2025-08-20,12:08:33,25050.0,CE,157.35,155.6,-1.75,-1.11,2,trail_stop,157.95
2025-08-20,12:08:36,2025-08-20,12:10:36,25050.0,CE,155.45,158.0,2.55,1.64,2,trail_stop,158.10
2025-08-20,12:10:44,2025-08-20,12:12:48,25050.0,CE,158.35,161.2,2.85,1.80,2,trail_stop,161.80
2025-08-20,12:12:54,2025-08-20,12:14:54,25050.0,CE,164.0,160.6,-3.40,-2.07,2,trail_stop,165.00
2025-08-20,12:15:00,2025-08-20,12:17:03,25050.0,PE,133.55,133.35,-0.20,-0.15,2,trail_stop,133.75
2025-08-20,12:17:04,2025-08-20,12:19:04,25050.0,CE,161.15,159.2,-1.95,-1.21,2,trail_stop,161.15
2025-08-20,12:19:06,2025-08-20,12:21:14,25050.0,CE,159.45,161.0,1.55,0.97,2,trail_stop,161.15
2025-08-20,12:21:16,2025-08-20,12:23:18,25050.0,CE,161.0,160.0,-1.00,-0.62,2,trail_stop,162.10
2025-08-20,12:23:19,2025-08-20,12:25:19,25050.0,CE,160.3,160.15,-0.15,-0.09,2,trail_stop,161.30
2025-08-20,12:25:23,2025-08-20,12:27:23,25050.0,CE,161.3,156.95,-4.35,-2.70,2,trail_stop,164.50
2025-08-20,12:27:28,2025-08-20,12:29:34,25050.0,CE,156.5,160.25,3.75,2.40,2,trail_stop,160.95
2025-08-20,12:29:36,2025-08-20,12:31:36,25100.0,CE,135.25,133.8,-1.45,-1.07,2,trail_stop,135.95
2025-08-20,12:31:39,2025-08-20,12:33:40,25050.0,PE,134.1,133.0,-1.10,-0.82,2,trail_stop,134.35
2025-08-20,12:33:46,2025-08-20,12:35:54,25050.0,PE,133.3,131.45,-1.85,-1.39,2,trail_stop,134.00
2025-08-20,12:36:04,2025-08-20,12:38:04,25050.0,PE,131.6,129.25,-2.35,-1.79,2,trail_stop,131.80
2025-08-20,12:38:08,2025-08-20,12:40:13,25000.0,PE,109.4,108.3,-1.10,-1.01,2,trail_stop,110.55
2025-08-20,12:40:16,2025-08-20,12:42:19,25050.0,CE,163.35,161.6,-1.75,-1.07,2,trail_stop,163.90
2025-08-20,12:42:25,2025-08-20,12:44:33,25050.0,PE,130.35,130.15,-0.20,-0.15,2,trail_stop,131.65
2025-08-20,12:44:43,2025-08-20,12:46:43,25050.0,PE,130.6,131.35,0.75,0.57,2,trail_stop,131.45
2025-08-20,12:46:49,2025-08-20,12:48:52,25050.0,CE,159.75,162.0,2.25,1.41,2,trail_stop,162.60
2025-08-20,12:48:56,2025-08-20,12:50:56,25050.0,PE,128.4,126.6,-1.80,-1.40,2,trail_stop,128.40
2025-08-20,12:50:57,2025-08-20,12:53:01,25050.0,CE,165.8,164.4,-1.40,-0.84,2,trail_stop,166.90
2025-08-20,12:53:02,2025-08-20,12:55:03,25050.0,CE,164.75,165.85,1.10,0.67,2,trail_stop,166.25
2025-08-20,12:55:05,2025-08-20,12:57:05,25050.0,CE,165.8,162.9,-2.90,-1.75,2,trail_stop,166.55
2025-08-20,12:57:08,2025-08-20,12:59:09,25050.0,CE,163.45,165.7,2.25,1.38,2,trail_stop,166.00
2025-08-20,12:59:12,2025-08-20,13:01:15,25050.0,CE,166.0,164.75,-1.25,-0.75,2,trail_stop,166.70
2025-08-20,13:01:16,2025-08-20,13:03:19,25050.0,CE,165.0,166.5,1.50,0.91,2,trail_stop,166.75
2025-08-20,13:03:25,2025-08-20,13:05:37,25050.0,CE,166.45,166.0,-0.45,-0.27,2,trail_stop,167.10
2025-08-20,13:05:40,2025-08-20,13:07:41,25050.0,PE,125.1,124.0,-1.10,-0.88,2,trail_stop,125.10
2025-08-20,13:07:42,2025-08-20,13:10:01,25050.0,CE,167.35,160.75,-6.60,-3.94,2,trail_stop,167.35
2025-08-20,13:10:10,2025-08-20,13:12:11,25050.0,CE,160.0,160.2,0.20,0.12,2,trail_stop,163.60
2025-08-20,13:12:20,2025-08-20,13:14:25,25050.0,CE,160.0,163.3,3.30,2.06,2,trail_stop,164.00
2025-08-20,13:14:26,2025-08-20,13:16:26,25050.0,CE,163.2,162.6,-0.60,-0.37,2,trail_stop,163.50
2025-08-20,13:16:28,2025-08-20,13:18:29,25050.0,CE,162.65,165.65,3.00,1.84,2,trail_stop,166.25
2025-08-20,13:18:39,2025-08-20,13:20:40,25050.0,CE,165.85,163.5,-2.35,-1.42,2,trail_stop,166.00
2025-08-20,13:20:45,2025-08-20,13:22:48,25050.0,PE,127.9,133.0,5.10,3.99,2,trail_stop,133.00
2025-08-20,13:22:57,2025-08-20,13:24:57,25050.0,CE,157.5,155.85,-1.65,-1.05,2,trail_stop,157.95
2025-08-20,13:24:58,2025-08-20,13:27:02,25050.0,CE,156.0,149.95,-6.05,-3.88,2,trail_stop,156.00
2025-08-20,13:27:03,2025-08-20,13:29:04,25050.0,CE,150.4,150.8,0.40,0.27,2,trail_stop,152.75
2025-08-20,13:29:05,2025-08-20,13:31:07,25050.0,CE,151.45,155.0,3.55,2.34,2,trail_stop,155.00
2025-08-20,13:31:14,2025-08-20,13:33:14,25050.0,PE,131.0,130.5,-0.50,-0.38,2,trail_stop,132.90
2025-08-20,13:33:15,2025-08-20,13:35:15,25050.0,CE,157.15,158.4,1.25,0.80,2,trail_stop,158.95
2025-08-20,13:35:21,2025-08-20,13:37:22,25100.0,CE,132.4,133.3,0.90,0.68,2,trail_stop,134.20
2025-08-20,13:37:34,2025-08-20,13:39:34,25050.0,CE,157.85,159.25,1.40,0.89,2,trail_stop,159.85
2025-08-20,13:39:41,2025-08-20,13:41:58,25050.0,PE,129.0,127.0,-2.00,-1.55,2,trail_stop,129.00
2025-08-20,13:42:07,2025-08-20,13:44:11,25050.0,CE,162.4,158.2,-4.20,-2.59,2,trail_stop,162.40
2025-08-20,13:44:13,2025-08-20,13:46:14,25050.0,PE,129.7,129.0,-0.70,-0.54,2,trail_stop,131.90
2025-08-20,13:46:19,2025-08-20,13:48:22,25050.0,CE,159.0,159.35,0.35,0.22,2,trail_stop,159.80
2025-08-20,13:48:23,2025-08-20,13:50:23,25050.0,CE,159.35,162.05,2.70,1.69,2,trail_stop,163.00
2025-08-20,13:50:31,2025-08-20,13:52:31,25050.0,PE,126.55,124.65,-1.90,-1.50,2,trail_stop,126.60
2025-08-20,13:52:32,2025-08-20,13:54:32,25050.0,PE,124.7,126.45,1.75,1.40,2,trail_stop,126.45
2025-08-20,13:54:36,2025-08-20,13:56:36,25050.0,PE,126.3,128.2,1.90,1.50,2,trail_stop,128.20
2025-08-20,13:56:38,2025-08-20,13:58:38,25050.0,CE,160.1,163.7,3.60,2.25,2,trail_stop,164.00
2025-08-20,13:58:40,2025-08-20,14:00:41,25050.0,CE,163.9,164.2,0.30,0.18,2,trail_stop,165.60
2025-08-20,14:00:48,2025-08-20,14:02:50,25050.0,CE,165.0,167.85,2.85,1.73,2,trail_stop,168.00
2025-08-20,14:02:51,2025-08-20,14:04:52,25050.0,CE,168.0,166.65,-1.35,-0.80,2,trail_stop,169.30
2025-08-20,14:04:57,2025-08-20,14:07:01,25050.0,PE,119.8,117.35,-2.45,-2.05,2,trail_stop,119.80
2025-08-20,14:07:02,2025-08-20,14:09:03,25100.0,CE,143.95,143.7,-0.25,-0.17,2,trail_stop,145.00
2025-08-20,14:09:09,2025-08-20,14:11:17,25100.0,CE,143.8,145.55,1.75,1.22,2,trail_stop,145.55
2025-08-20,14:11:22,2025-08-20,14:13:23,25100.0,CE,146.05,142.2,-3.85,-2.64,2,trail_stop,146.10
2025-08-20,14:13:24,2025-08-20,14:15:24,25050.0,PE,117.6,119.55,1.95,1.66,2,trail_stop,119.85
2025-08-20,14:15:28,2025-08-20,14:17:33,25050.0,PE,120.3,119.65,-0.65,-0.54,2,trail_stop,121.00
2025-08-20,14:17:39,2025-08-20,14:19:41,25050.0,CE,167.75,170.0,2.25,1.34,2,trail_stop,170.00
2025-08-20,14:19:46,2025-08-20,14:21:47,25050.0,CE,169.85,165.7,-4.15,-2.44,2,trail_stop,171.25
2025-08-20,14:21:48,2025-08-20,14:23:48,25050.0,PE,120.5,119.45,-1.05,-0.87,2,trail_stop,120.50
2025-08-20,14:23:49,2025-08-20,14:25:51,25050.0,CE,167.0,163.1,-3.90,-2.34,2,trail_stop,167.90
2025-08-20,14:26:04,2025-08-20,14:28:05,25050.0,PE,121.25,118.0,-3.25,-2.68,2,trail_stop,121.25
2025-08-20,14:28:07,2025-08-20,15:20:00,25050.0,CE,167.6,157.2,-10.40,-6.21,51,eod,168.00
2025-08-21,12:00:10,2025-08-21,12:02:18,25100.0,CE,151.3,151.3,0.00,0.00,2,trail_stop,152.00
2025-08-21,12:02:19,2025-08-21,12:04:20,25100.0,PE,107.95,105.9,-2.05,-1.90,2,trail_stop,108.00
2025-08-21,12:04:21,2025-08-21,12:06:21,25100.0,CE,153.1,156.05,2.95,1.93,2,trail_stop,156.20
2025-08-21,12:06:23,2025-08-21,12:08:25,25100.0,PE,102.9,103.5,0.60,0.58,2,trail_stop,104.00
2025-08-21,12:08:26,2025-08-21,12:10:35,25100.0,CE,154.95,150.5,-4.45,-2.87,2,trail_stop,155.00
2025-08-21,12:10:51,2025-08-21,12:12:51,25100.0,PE,106.3,106.2,-0.10,-0.09,2,trail_stop,107.45
2025-08-21,12:12:56,2025-08-21,12:15:00,25100.0,CE,153.3,151.5,-1.80,-1.17,2,trail_stop,154.00
2025-08-21,12:15:03,2025-08-21,12:17:04,25100.0,PE,107.8,108.1,0.30,0.28,2,trail_stop,108.85
2025-08-21,12:17:06,2025-08-21,12:19:07,25100.0,PE,108.45,109.85,1.40,1.29,2,trail_stop,111.35
2025-08-21,12:19:08,2025-08-21,12:21:09,25100.0,PE,110.05,108.65,-1.40,-1.27,2,trail_stop,110.10
2025-08-21,12:21:10,2025-08-21,12:23:10,25100.0,PE,108.45,106.7,-1.75,-1.61,2,trail_stop,108.50
2025-08-21,12:23:12,2025-08-21,12:25:12,25100.0,CE,151.0,150.5,-0.50,-0.33,2,trail_stop,151.70
2025-08-21,12:25:15,2025-08-21,12:27:17,25100.0,CE,150.75,148.0,-2.75,-1.82,2,trail_stop,151.15
2025-08-21,12:27:21,2025-08-21,12:29:22,25100.0,CE,147.8,142.1,-5.70,-3.86,2,trail_stop,148.80
2025-08-21,12:29:27,2025-08-21,12:31:27,25100.0,CE,143.55,139.9,-3.65,-2.54,2,trail_stop,143.55
2025-08-21,12:31:30,2025-08-21,12:33:31,25100.0,CE,139.6,148.0,8.40,6.02,2,trail_stop,148.00
2025-08-21,12:33:33,2025-08-21,12:35:34,25100.0,CE,148.1,147.85,-0.25,-0.17,2,trail_stop,148.95
2025-08-21,12:35:47,2025-08-21,12:37:49,25100.0,CE,147.95,154.45,6.50,4.39,2,trail_stop,154.85
2025-08-21,12:37:53,2025-08-21,12:39:53,25100.0,CE,154.3,154.95,0.65,0.42,2,trail_stop,157.20
2025-08-21,12:39:54,2025-08-21,12:42:09,25100.0,PE,102.35,102.7,0.35,0.34,2,trail_stop,103.65
2025-08-21,12:42:17,2025-08-21,12:44:17,25100.0,CE,155.25,154.85,-0.40,-0.26,2,trail_stop,156.30
2025-08-21,12:44:18,2025-08-21,12:46:18,25100.0,CE,154.95,155.55,0.60,0.39,2,trail_stop,155.95
2025-08-21,12:46:19,2025-08-21,12:48:25,25100.0,CE,155.3,156.15,0.85,0.55,2,trail_stop,157.40
2025-08-21,12:48:29,2025-08-21,12:50:36,25100.0,PE,100.65,100.6,-0.05,-0.05,2,trail_stop,100.75
2025-08-21,12:50:37,2025-08-21,12:52:37,25100.0,PE,100.6,103.4,2.80,2.78,2,trail_stop,103.45
2025-08-21,12:52:40,2025-08-21,12:54:42,25100.0,PE,103.65,101.3,-2.35,-2.27,2,trail_stop,104.45
2025-08-21,12:54:43,2025-08-21,12:56:47,25100.0,PE,101.5,102.75,1.25,1.23,2,trail_stop,104.10
2025-08-21,12:56:51,2025-08-21,12:58:51,25100.0,PE,102.85,102.85,0.00,0.00,2,trail_stop,103.85
2025-08-21,12:58:53,2025-08-21,13:00:53,25100.0,CE,151.75,149.55,-2.20,-1.45,2,trail_stop,153.10
2025-08-21,13:01:19,2025-08-21,13:03:20,25100.0,CE,148.6,152.6,4.00,2.69,2,trail_stop,152.60
2025-08-21,13:03:22,2025-08-21,13:05:22,25100.0,CE,152.95,152.15,-0.80,-0.52,2,trail_stop,153.65
2025-08-21,13:05:25,2025-08-21,13:07:43,25100.0,CE,152.8,152.85,0.05,0.03,2,trail_stop,153.90
2025-08-21,13:07:44,2025-08-21,13:09:44,25100.0,CE,153.35,152.3,-1.05,-0.68,2,trail_stop,153.50
2025-08-21,13:09:51,2025-08-21,13:11:56,25100.0,CE,152.4,153.0,0.60,0.39,2,trail_stop,153.00
2025-08-21,13:12:00,2025-08-21,13:14:00,25100.0,CE,153.15,153.3,0.15,0.10,2,trail_stop,153.85
2025-08-21,13:14:01,2025-08-21,13:16:10,25100.0,CE,153.3,151.9,-1.40,-0.91,2,trail_stop,154.40
2025-08-21,13:16:11,2025-08-21,13:18:19,25100.0,CE,152.05,154.8,2.75,1.81,2,trail_stop,155.00
2025-08-21,13:18:22,2025-08-21,13:20:22,25100.0,CE,154.5,151.9,-2.60,-1.68,2,trail_stop,154.50
2025-08-21,13:20:23,2025-08-21,13:22:23,25100.0,PE,102.7,104.25,1.55,1.51,2,trail_stop,105.00
2025-08-21,13:22:33,2025-08-21,13:24:42,25100.0,PE,104.65,106.6,1.95,1.86,2,trail_stop,106.85
2025-08-21,13:24:45,2025-08-21,13:26:45,25100.0,CE,148.3,148.0,-0.30,-0.20,2,trail_stop,149.80
2025-08-21,13:26:55,2025-08-21,13:28:55,25100.0,CE,147.8,145.0,-2.80,-1.89,2,trail_stop,147.80
2025-08-21,13:28:57,2025-08-21,13:31:03,25100.0,CE,145.05,147.9,2.85,1.96,2,trail_stop,147.90
2025-08-21,13:31:08,2025-08-21,13:33:12,25100.0,CE,147.65,145.95,-1.70,-1.15,2,trail_stop,147.65
2025-08-21,13:33:15,2025-08-21,13:35:15,25100.0,PE,108.5,110.85,2.35,2.17,2,trail_stop,113.05
2025-08-21,13:35:24,2025-08-21,13:37:27,25100.0,CE,141.4,142.05,0.65,0.46,2,trail_stop,143.50
2025-08-21,13:37:32,2025-08-21,13:39:32,25100.0,CE,141.95,138.75,-3.20,-2.25,2,trail_stop,142.10
2025-08-21,13:39:39,2025-08-21,13:41:40,25100.0,PE,113.7,116.6,2.90,2.55,2,trail_stop,116.95
2025-08-21,13:41:41,2025-08-21,13:43:43,25100.0,CE,134.7,134.35,-0.35,-0.26,2,trail_stop,135.50
2025-08-21,13:43:49,2025-08-21,13:45:50,25100.0,PE,118.75,112.35,-6.40,-5.39,2,trail_stop,118.75
2025-08-21,13:45:53,2025-08-21,13:47:54,25100.0,PE,112.45,112.1,-0.35,-0.31,2,trail_stop,114.60
2025-08-21,13:47:58,2025-08-21,13:49:58,25100.0,CE,140.9,144.9,4.00,2.84,2,trail_stop,146.95
2025-08-21,13:49:59,2025-08-21,13:52:10,25100.0,PE,105.45,105.3,-0.15,-0.14,2,trail_stop,105.75
2025-08-21,13:52:17,2025-08-21,13:54:17,25100.0,CE,144.8,147.2,2.40,1.66,2,trail_stop,150.65
2025-08-21,13:54:19,2025-08-21,13:56:29,25100.0,CE,146.95,145.0,-1.95,-1.33,2,trail_stop,147.45
2025-08-21,13:56:33,2025-08-21,13:58:37,25100.0,PE,104.75,101.95,-2.80,-2.67,2,trail_stop,106.10
2025-08-21,13:58:44,2025-08-21,14:01:02,25100.0,PE,102.35,100.8,-1.55,-1.51,2,trail_stop,103.00
2025-08-21,14:01:04,2025-08-21,14:03:15,25100.0,CE,148.5,151.5,3.00,2.02,2,trail_stop,152.80
2025-08-21,14:03:26,2025-08-21,14:05:27,25100.0,PE,98.55,98.2,-0.35,-0.36,2,trail_stop,99.80
2025-08-21,14:05:28,2025-08-21,14:07:28,25100.0,CE,150.25,151.0,0.75,0.50,2,trail_stop,153.45
2025-08-21,14:07:30,2025-08-21,14:09:30,25100.0,PE,98.3,97.25,-1.05,-1.07,2,trail_stop,98.75
2025-08-21,14:09:32,2025-08-21,14:11:33,25100.0,PE,97.35,99.35,2.00,2.05,2,trail_stop,99.75
2025-08-21,14:11:37,2025-08-21,14:13:37,25100.0,PE,99.15,98.8,-0.35,-0.35,2,trail_stop,100.20
2025-08-21,14:13:40,2025-08-21,14:15:40,25100.0,CE,151.6,157.0,5.40,3.56,2,trail_stop,159.80
2025-08-21,14:15:42,2025-08-21,14:17:42,25100.0,PE,96.1,88.8,-7.30,-7.60,2,trail_stop,96.45
2025-08-21,14:17:45,2025-08-21,14:19:46,25150.0,CE,135.3,129.5,-5.80,-4.29,2,trail_stop,135.80
2025-08-21,14:19:55,2025-08-21,14:21:56,25150.0,CE,130.45,131.0,0.55,0.42,2,trail_stop,133.15
2025-08-21,14:21:57,2025-08-21,14:23:58,25150.0,CE,130.9,130.35,-0.55,-0.42,2,trail_stop,131.75
2025-08-21,14:23:59,2025-08-21,14:26:03,25150.0,CE,130.65,129.9,-0.75,-0.57,2,trail_stop,131.25
2025-08-21,14:26:12,2025-08-21,14:28:15,25150.0,CE,128.5,127.25,-1.25,-0.97,2,trail_stop,129.15
2025-08-21,14:28:16,2025-08-21,15:20:00,25100.0,PE,94.2,107.25,13.05,13.85,51,eod,95.75
2025-08-22,12:00:18,2025-08-22,12:02:25,24950.0,CE,120.15,116.75,-3.40,-2.83,2,trail_stop,120.65
2025-08-22,12:02:35,2025-08-22,12:04:39,24950.0,PE,108.55,103.95,-4.60,-4.24,2,trail_stop,111.30
2025-08-22,12:04:41,2025-08-22,12:06:47,24950.0,CE,120.65,114.8,-5.85,-4.85,2,trail_stop,121.25
2025-08-22,12:06:52,2025-08-22,12:09:07,24950.0,CE,114.85,114.5,-0.35,-0.30,2,trail_stop,116.00
2025-08-22,12:09:15,2025-08-22,12:11:15,24950.0,CE,114.7,113.7,-1.00,-0.87,2,trail_stop,117.35
2025-08-22,12:11:19,2025-08-22,12:13:19,24950.0,PE,112.0,118.55,6.55,5.85,2,trail_stop,119.20
