entry_date,entry_time,exit_date,exit_time,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,ce_exit_time,pe_exit_time,ce_exit_reason,pe_exit_reason,rehedge_count,ce_pnl,pe_pnl,total_pnl,total_pnl_pct,hold_duration_minutes
2025-09-25,09:20:00,2025-09-25,15:20:00,25050.0,25050.0,57.40,80.40,64.50,137.90,15:20:00,15:20:00,eod,eod,22,-12.10,-62.50,-74.60,-54.14,360
2025-09-26,09:20:00,2025-09-26,15:20:00,24800.0,24800.0,42.85,60.95,45.70,157.30,15:20:00,15:20:00,eod,eod,21,-7.85,-101.35,-109.20,-105.20,360
2025-09-29,09:20:00,2025-09-29,15:20:00,24700.0,24700.0,42.90,24.50,45.30,68.35,15:20:00,15:20:00,eod,eod,45,-7.40,-48.85,-56.25,-83.46,360
2025-09-30,09:20:00,2025-09-30,15:20:00,24700.0,24700.0,3.35,39.05,0.10,88.05,15:20:00,15:20:00,eod,eod,49,-1.75,-54.00,-55.75,-131.49,360
2025-10-16,09:20:00,2025-10-16,15:20:00,25400.0,25400.0,229.75,122.55,229.05,83.05,09:20:10,15:20:00,profit_take,eod,0,-4.30,34.50,30.20,8.57,360
2025-10-17,09:20:00,2025-10-17,15:20:00,25550.0,25550.0,201.95,142.80,197.40,97.75,09:20:14,15:20:00,profit_take,eod,0,-0.45,40.05,39.60,11.49,360
2025-10-20,09:20:00,2025-10-20,15:20:00,25900.0,25900.0,178.95,123.20,152.50,121.75,15:20:00,09:20:11,eod,profit_take,0,21.45,-3.55,17.90,5.92,360
2025-10-23,09:20:00,2025-10-23,15:20:00,26000.0,26000.0,88.85,88.45,88.85,88.45,15:20:00,15:20:00,eod,eod,3,-5.00,-5.00,-10.00,-5.64,360
2025-10-24,09:20:00,2025-10-24,15:20:00,25850.0,25850.0,139.80,78.05,79.55,77.20,15:20:00,09:20:34,eod,profit_take,0,55.25,-4.15,51.10,23.46,360
2025-10-27,09:20:00,2025-10-27,15:20:00,25850.0,25850.0,121.90,20.65,184.00,23.90,15:20:00,15:20:00,eod,eod,13,-67.10,-8.25,-75.35,-52.86,360
2025-10-28,09:20:00,2025-10-28,15:20:00,25950.0,25950.0,1.45,16.40,0.85,15.95,15:20:00,15:13:05,eod,profit_take,63,-4.40,-4.55,-8.95,-50.14,360
2025-11-13,09:20:00,2025-11-13,15:20:00,25850.0,25850.0,242.20,165.20,267.20,165.00,15:20:00,09:20:15,eod,profit_take,0,-30.00,-4.80,-34.80,-8.54,360
2025-11-14,09:20:00,2025-11-14,15:20:00,25800.0,25800.0,259.20,162.60,256.60,125.10,09:20:06,15:20:00,profit_take,eod,0,-2.40,32.50,30.10,7.14,360
2025-11-17,09:20:00,2025-11-17,15:20:00,25950.0,25950.0,219.85,151.10,233.60,148.75,15:20:00,09:20:31,eod,profit_take,0,-18.75,-2.65,-21.40,-5.77,360
2025-11-18,09:20:00,2025-11-18,15:20:00,25950.0,25950.0,184.00,151.15,182.00,161.35,09:20:21,15:20:00,profit_take,eod,0,-3.00,-15.20,-18.20,-5.43,360
2025-11-19,09:20:00,2025-11-19,15:20:00,25850.0,25850.0,174.90,128.30,173.95,66.05,09:20:05,15:20:00,profit_take,eod,0,-4.05,57.25,53.20,17.55,360
2025-11-20,09:20:00,2025-11-20,15:20:00,26100.0,26100.0,139.05,119.90,136.70,70.15,09:20:07,15:20:00,profit_take,eod,0,-2.65,44.75,42.10,16.26,360
2025-11-21,09:20:00,2025-11-21,15:20:00,26150.0,26150.0,116.65,112.50,115.45,139.35,09:20:02,15:20:00,profit_take,eod,0,-3.80,-31.85,-35.65,-15.56,360
2025-11-24,09:20:00,2025-11-24,15:20:00,26100.0,26100.0,30.35,72.00,31.25,136.75,15:20:00,15:20:00,eod,eod,7,-5.90,-69.75,-75.65,-73.91,360
2025-11-25,09:20:00,2025-11-25,15:20:00,25950.0,25950.0,0.60,47.45,0.10,65.60,15:20:00,15:20:00,eod,eod,1,-4.50,-23.15,-27.65,-57.54,360
