entry_date,entry_time,exit_date,exit_time,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,ce_exit_time,pe_exit_time,ce_exit_reason,pe_exit_reason,rehedge_count,ce_pnl,pe_pnl,total_pnl,total_pnl_pct,hold_duration_minutes
2025-08-18,09:20:00,2025-08-18,15:20:00,56000.0,56000.0,495.90,391.00,358.35,386.75,15:20:00,09:20:08,eod,profit_take,0,132.55,-0.75,131.80,14.86,360
2025-08-19,09:20:00,2025-08-19,15:20:00,55700.0,55700.0,492.85,332.65,524.95,327.80,15:20:00,09:20:23,eod,profit_take,0,-37.10,-0.15,-37.25,-4.51,360
2025-08-20,09:20:00,2025-08-20,15:20:00,55700.0,55700.0,426.80,303.20,422.30,293.65,09:20:05,15:20:00,profit_take,eod,0,-0.50,4.55,4.05,0.55,360
2025-08-21,09:20:00,2025-08-21,15:20:00,55800.0,55800.0,376.15,283.00,351.75,281.90,15:20:00,09:20:17,eod,profit_take,0,19.40,-3.90,15.50,2.35,360
2025-08-22,09:20:00,2025-08-22,15:20:00,55600.0,55600.0,141.60,223.50,144.75,474.00,15:20:00,15:20:00,eod,eod,36,-8.15,-255.50,-263.65,-72.21,360
2025-08-25,09:20:00,2025-08-25,15:20:00,55200.0,55200.0,317.75,194.80,239.95,188.15,15:20:00,09:20:23,eod,profit_take,0,72.80,1.65,74.45,14.53,360
2025-08-26,09:20:00,2025-08-26,15:20:00,54700.0,54700.0,237.85,179.00,102.40,178.70,15:20:00,09:20:02,eod,profit_take,0,130.45,-4.70,125.75,30.17,360
2025-08-28,09:20:00,2025-08-28,15:20:00,54000.0,54000.0,1.50,132.90,0.15,184.25,15:20:00,15:20:00,eod,eod,2,-3.65,-56.35,-60.00,-44.64,360
2025-08-29,09:20:00,2025-08-29,15:20:00,53900.0,53900.0,949.70,567.05,943.35,639.15,09:20:18,15:20:00,profit_take,eod,0,1.35,-77.10,-75.75,-4.99,360
2025-09-01,09:20:00,2025-09-01,15:20:00,53900.0,53900.0,900.75,530.45,953.95,527.20,15:20:00,09:20:13,eod,profit_take,0,-58.20,-1.75,-59.95,-4.19,360
2025-09-02,09:20:00,2025-09-02,15:20:00,54000.0,54000.0,833.70,535.55,825.00,649.35,09:20:04,15:20:00,profit_take,eod,0,3.70,-118.80,-115.10,-8.41,360
2025-09-03,09:20:00,2025-09-03,15:20:00,53600.0,53600.0,862.50,525.80,859.90,345.70,09:20:25,15:20:00,profit_take,eod,0,-2.40,175.10,172.70,12.44,360
2025-09-04,09:20:00,2025-09-04,15:20:00,54300.0,54300.0,740.70,529.35,735.30,608.65,09:20:05,15:20:00,profit_take,eod,0,0.40,-84.30,-83.90,-6.61,360
2025-09-05,09:20:00,2025-09-05,15:20:00,54200.0,54200.0,733.35,474.45,672.00,471.50,15:20:00,09:20:03,eod,profit_take,0,56.35,-2.05,54.30,4.50,360
2025-09-08,09:20:00,2025-09-08,15:20:00,54200.0,54200.0,684.60,491.90,724.45,489.45,15:20:00,09:20:07,eod,profit_take,0,-44.85,-2.55,-47.40,-4.03,360
2025-09-09,09:20:00,2025-09-09,15:20:00,54300.0,54300.0,676.70,449.30,675.45,482.15,09:20:04,15:20:00,profit_take,eod,0,-3.75,-37.85,-41.60,-3.69,360
2025-09-10,09:20:00,2025-09-10,15:20:00,54500.0,54500.0,618.05,460.40,703.15,456.60,15:20:00,09:20:02,eod,profit_take,0,-90.10,-1.20,-91.30,-8.47,360
2025-09-11,09:20:00,2025-09-11,15:20:00,54500.0,54500.0,676.15,400.95,674.40,350.30,09:20:08,15:20:00,profit_take,eod,0,-3.25,45.65,42.40,3.94,360
2025-09-12,09:20:00,2025-09-12,15:20:00,54700.0,54700.0,612.50,396.45,606.95,344.95,09:20:04,15:20:00,profit_take,eod,0,0.55,46.50,47.05,4.66,360
2025-09-15,09:20:00,2025-09-15,15:20:00,54800.0,54800.0,586.00,350.90,576.65,312.25,09:20:11,15:20:00,profit_take,eod,0,4.35,33.65,38.00,4.06,360
2025-09-16,09:20:00,2025-09-16,15:20:00,54900.0,54900.0,538.10,358.45,685.60,355.65,15:20:00,09:20:11,eod,profit_take,0,-152.50,-2.20,-154.70,-17.26,360
2025-09-17,09:20:00,2025-09-17,15:20:00,55200.0,55200.0,534.25,318.45,530.40,225.60,09:20:07,15:20:00,profit_take,eod,0,-1.15,87.85,86.70,10.17,360
2025-09-18,09:20:00,2025-09-18,15:20:00,55700.0,55700.0,436.00,324.15,434.90,281.90,09:20:03,15:20:00,profit_take,eod,0,-3.90,37.25,33.35,4.39,360
2025-09-19,09:20:00,2025-09-19,15:20:00,55600.0,55600.0,445.80,281.90,371.50,278.00,15:20:00,09:20:02,eod,profit_take,0,69.30,-1.10,68.20,9.37,360
2025-09-22,09:20:00,2025-09-22,15:20:00,55400.0,55400.0,446.35,257.70,443.60,298.35,09:20:03,15:20:00,profit_take,eod,0,-2.25,-45.65,-47.90,-6.80,360
2025-09-23,09:20:03,2025-09-23,15:20:00,55300.0,55300.0,420.75,141.10,585.60,155.85,15:20:00,15:20:00,eod,eod,3,-169.85,-19.75,-189.60,-33.75,359
2025-09-24,09:20:00,2025-09-24,15:20:00,55400.0,55400.0,183.50,222.50,203.95,349.60,15:20:00,15:20:00,eod,eod,18,-25.45,-132.10,-157.55,-38.81,360
2025-09-25,09:20:00,2025-09-25,15:20:00,55100.0,55100.0,323.30,208.40,322.70,233.00,09:20:10,15:20:00,profit_take,eod,0,-4.40,-29.60,-34.00,-6.39,360
2025-09-26,09:20:00,2025-09-26,15:20:00,54800.0,54800.0,99.00,177.70,99.15,457.40,15:20:00,15:20:00,eod,eod,38,-5.15,-284.70,-289.85,-104.75,360
2025-09-29,09:20:00,2025-09-29,15:20:00,54400.0,54400.0,132.00,60.30,245.00,90.90,15:20:00,15:20:00,eod,eod,26,-118.00,-35.60,-153.60,-79.88,360
2025-09-30,09:20:00,2025-09-30,15:20:00,54700.0,54700.0,0.65,35.20,0.15,57.85,15:20:00,15:20:00,eod,eod,62,-4.50,-27.65,-32.15,-89.68,360
2025-10-01,09:20:00,2025-10-01,15:20:00,54600.0,54600.0,911.15,501.60,1338.85,499.60,15:20:00,09:20:07,eod,profit_take,0,-432.70,-3.00,-435.70,-30.84,360
2025-10-03,09:20:00,2025-10-03,15:20:00,55300.0,55300.0,818.00,507.60,817.15,392.85,09:20:02,15:20:00,profit_take,eod,0,-4.15,109.75,105.60,7.97,360
2025-10-06,09:20:00,2025-10-06,15:20:00,55900.0,55900.0,702.30,499.35,692.70,401.85,09:20:12,15:20:00,profit_take,eod,0,4.60,92.50,97.10,8.08,360
2025-10-07,09:20:00,2025-10-07,15:20:00,56000.0,56000.0,703.55,461.80,808.00,459.60,15:20:00,09:20:05,eod,profit_take,0,-109.45,-2.80,-112.25,-9.63,360
2025-10-08,09:20:00,2025-10-08,15:20:00,56200.0,56200.0,679.25,442.60,679.20,528.15,09:20:02,15:20:00,profit_take,eod,0,-4.95,-90.55,-95.50,-8.51,360
2025-10-09,09:20:00,2025-10-09,15:20:00,55900.0,55900.0,707.10,418.10,830.25,417.20,15:20:00,09:20:03,eod,profit_take,0,-128.15,-4.10,-132.25,-11.75,360
2025-10-10,09:20:00,2025-10-10,15:20:00,56400.0,56400.0,617.80,435.85,616.50,326.30,09:20:08,15:20:00,profit_take,eod,0,-3.70,104.55,100.85,9.57,360
2025-10-13,09:20:00,2025-10-13,15:20:00,56500.0,56500.0,636.00,416.80,631.75,368.80,09:20:10,15:20:00,profit_take,eod,0,-0.75,43.00,42.25,4.01,360
2025-10-14,09:20:00,2025-10-14,15:20:00,56700.0,56700.0,414.00,408.90,504.75,488.80,15:20:00,15:20:00,eod,eod,10,-95.75,-84.90,-180.65,-21.95,360
2025-10-15,09:20:00,2025-10-15,15:20:00,56600.0,56600.0,642.30,345.00,642.00,303.70,09:20:02,15:20:00,profit_take,eod,0,-4.70,36.30,31.60,3.20,360
2025-10-16,09:20:00,2025-10-16,15:20:00,57100.0,57100.0,493.10,274.35,682.90,292.95,15:20:00,15:20:00,eod,eod,3,-194.80,-23.60,-218.40,-28.46,360
2025-10-17,09:20:00,2025-10-17,15:20:00,57300.0,57300.0,524.55,396.65,518.90,297.00,09:20:05,15:20:00,profit_take,eod,0,0.65,94.65,95.30,10.35,360
2025-10-20,09:20:00,2025-10-20,15:20:00,58100.0,58100.0,404.60,365.85,350.50,356.85,15:20:00,09:20:12,eod,profit_take,0,49.10,4.00,53.10,6.89,360
2025-10-23,09:20:00,2025-10-23,15:20:00,58200.0,58200.0,222.60,158.60,242.85,313.75,15:20:00,15:20:00,eod,eod,53,-25.25,-160.15,-185.40,-48.64,360
2025-10-24,09:20:00,2025-10-24,15:20:00,58100.0,58100.0,235.95,283.20,107.85,282.85,15:20:00,09:20:42,eod,profit_take,0,123.10,-4.65,118.45,22.82,360
2025-10-27,09:20:00,2025-10-27,15:20:00,57900.0,57900.0,198.00,66.50,346.65,70.55,15:20:00,15:20:00,eod,eod,27,-153.65,-9.05,-162.70,-61.51,360
2025-10-28,09:20:00,2025-10-28,15:20:00,58100.0,58100.0,8.30,1.15,132.70,0.45,15:20:00,15:20:00,eod,eod,66,-129.40,-4.30,-133.70,-1414.81,360
2025-10-29,09:20:00,2025-10-29,15:20:00,58200.0,58200.0,964.70,577.25,1059.50,576.65,15:20:00,09:20:16,eod,profit_take,0,-99.80,-4.40,-104.20,-6.76,360
2025-10-30,09:20:00,2025-10-30,15:20:00,58300.0,58300.0,900.50,575.50,787.00,575.30,15:20:00,09:20:40,eod,profit_take,0,108.50,-4.80,103.70,7.03,360
2025-10-31,09:20:00,2025-10-31,15:20:00,58000.0,58000.0,896.45,557.30,895.15,602.00,09:20:12,15:20:00,profit_take,eod,0,-3.70,-49.70,-53.40,-3.67,360
2025-11-03,09:20:00,2025-11-03,15:20:00,57900.0,57900.0,837.05,587.20,992.80,581.35,15:20:00,09:20:05,eod,profit_take,0,-160.75,0.85,-159.90,-11.23,360
2025-11-04,09:20:00,2025-11-04,15:20:00,58000.0,58000.0,850.00,552.40,848.10,602.25,09:20:04,15:20:00,profit_take,eod,0,-3.10,-54.85,-57.95,-4.13,360
2025-11-06,09:20:00,2025-11-06,15:20:00,57900.0,57900.0,810.40,535.15,809.95,615.90,09:20:37,15:20:00,profit_take,eod,0,-4.55,-85.75,-90.30,-6.71,360
2025-11-07,09:20:00,2025-11-07,15:20:00,57300.0,57300.0,769.85,491.10,759.50,266.75,09:20:14,15:20:00,profit_take,eod,0,5.35,219.35,224.70,17.82,360
2025-11-10,09:20:00,2025-11-10,15:20:00,57900.0,57900.0,778.00,436.15,777.50,400.65,09:20:03,15:20:00,profit_take,eod,0,-4.50,30.50,26.00,2.14,360
2025-11-11,09:20:00,2025-11-11,15:20:00,57900.0,57900.0,713.60,450.25,710.25,356.65,09:20:04,15:20:00,profit_take,eod,0,-1.65,88.60,86.95,7.47,360
2025-11-12,09:20:00,2025-11-12,15:20:00,58300.0,58300.0,666.40,413.55,658.15,401.00,09:20:08,15:20:00,profit_take,eod,0,3.25,7.55,10.80,1.00,360
2025-11-13,09:20:00,2025-11-13,15:20:00,58200.0,58200.0,633.15,398.50,632.85,353.85,09:20:23,15:20:00,profit_take,eod,0,-4.70,39.65,34.95,3.39,360
2025-11-14,09:20:00,2025-11-14,15:20:00,58300.0,58300.0,637.85,411.45,632.15,321.85,09:20:01,15:20:00,profit_take,eod,0,0.70,84.60,85.30,8.13,360
2025-11-17,09:20:00,2025-11-17,15:20:00,58700.0,58700.0,506.25,394.90,608.25,393.00,15:20:00,09:20:07,eod,profit_take,0,-107.00,-3.10,-110.10,-12.22,360
2025-11-18,09:20:00,2025-11-18,15:20:00,58900.0,58900.0,435.30,394.25,434.90,357.60,09:20:04,15:20:00,profit_take,eod,0,-4.60,31.65,27.05,3.26,360
2025-11-19,09:20:00,2025-11-19,15:20:00,58700.0,58700.0,1152.20,637.75,1149.95,505.30,09:20:53,15:20:00,profit_take,eod,0,-2.75,127.45,124.70,6.97,360
2025-11-20,09:20:00,2025-11-20,15:20:00,59200.0,59200.0,1080.40,648.50,1078.30,602.65,09:25:05,15:20:00,profit_take,eod,0,-2.90,40.85,37.95,2.20,360
2025-11-21,09:20:00,2025-11-21,15:20:00,59200.0,59200.0,1060.05,646.80,1058.35,825.95,09:20:23,15:20:00,profit_take,eod,0,-3.30,-184.15,-187.45,-10.98,360
2025-11-24,09:20:00,2025-11-24,15:20:00,59000.0,59000.0,1012.15,690.35,943.25,689.80,15:20:00,09:20:21,eod,profit_take,0,63.90,-4.45,59.45,3.49,360
2025-11-25,09:20:00,2025-11-25,15:20:00,58900.0,58900.0,1022.00,654.95,1018.40,668.95,09:20:28,15:20:00,profit_take,eod,0,-1.40,-19.00,-20.40,-1.22,360
2025-11-26,09:20:00,2025-11-26,15:20:00,59000.0,59000.0,982.15,587.70,981.70,467.95,09:20:14,15:20:00,profit_take,eod,0,-4.55,114.75,110.20,7.02,360
2025-11-27,09:20:00,2025-11-27,15:20:00,59600.0,59600.0,976.75,624.00,1004.75,623.65,15:20:00,09:20:23,eod,profit_take,0,-33.00,-4.65,-37.65,-2.35,360
2025-11-28,09:20:00,2025-11-28,15:20:00,59800.0,59800.0,915.95,635.00,915.00,622.00,09:20:07,15:20:00,profit_take,eod,0,-4.05,8.00,3.95,0.25,360
2025-12-01,09:20:00,2025-12-01,15:20:00,60000.0,60000.0,813.30,640.15,813.10,753.20,09:20:52,15:20:00,profit_take,eod,0,-4.80,-118.05,-122.85,-8.45,360
