symbol,hint,rows,nonnull_ts,nonnull_ratio,tmin,tmax,reasons,file
BANKNIFTY,banknifty212113610,50657,50657,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121136100pe.parquet
BANKNIFTY,banknifty212113710,47305,47305,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:58.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137100ce.parquet
BANKNIFTY,banknifty212113710,46731,46731,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137100pe.parquet
BANKNIFTY,banknifty212113720,46280,46280,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:58.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137200ce.parquet
BANKNIFTY,banknifty212113720,45811,45811,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137200pe.parquet
BANKNIFTY,banknifty212113730,45622,45622,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:58.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137300ce.parquet
BANKNIFTY,banknifty212113730,45134,45134,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137300pe.parquet
BANKNIFTY,banknifty212113740,45071,45071,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:58.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137400ce.parquet
BANKNIFTY,banknifty212113740,44622,44622,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137400pe.parquet
BANKNIFTY,banknifty212113750,45505,45505,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137500ce.parquet
BANKNIFTY,banknifty212113750,43763,43763,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137500pe.parquet
BANKNIFTY,banknifty212113760,44286,44286,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:58.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137600ce.parquet
BANKNIFTY,banknifty212113760,42294,42294,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:35.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137600pe.parquet
BANKNIFTY,banknifty212113770,43658,43658,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:58.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137700ce.parquet
BANKNIFTY,banknifty212113770,43040,43040,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137700pe.parquet
BANKNIFTY,banknifty212113780,43741,43741,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137800ce.parquet
BANKNIFTY,banknifty212113780,43354,43354,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:35.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121137800pe.parquet
BANKNIFTY,banknifty212113810,41407,41407,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:58.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121138100ce.parquet
BANKNIFTY,banknifty212113810,25711,25711,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:58.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121138100pe.parquet
BANKNIFTY,banknifty212113820,37384,37384,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:29:58.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121138200ce.parquet
BANKNIFTY,banknifty212113820,18006,18006,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121138200pe.parquet
BANKNIFTY,banknifty212113830,32526,32526,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T12:45:13.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121138300ce.parquet
BANKNIFTY,banknifty212113830,24008,24008,1.0,1970-01-01T05:30:00.000000+0530,2021-02-11T12:44:35.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121138300pe.parquet
BANKNIFTY,banknifty212113900,0,0,0.0,,,"zero_rows,low_timestamp_coverage(<50%)",data/raw/options/banknifty2121139000ce.parquet
BANKNIFTY,banknifty212113900,0,0,0.0,,,"zero_rows,low_timestamp_coverage(<50%)",data/raw/options/banknifty2121139000pe.parquet
BANKNIFTY,banknifty212183280,1,1,1.0,2021-01-01T09:15:00.000000+0530,2021-01-01T09:15:00.000000+0530,very_low_rows(<=10),data/raw/options/banknifty2121832800ce.parquet
BANKNIFTY,banknifty212183280,1,1,1.0,2021-01-01T09:15:00.000000+0530,2021-01-01T09:15:00.000000+0530,very_low_rows(<=10),data/raw/options/banknifty2121832800pe.parquet
BANKNIFTY,banknifty212183290,1,1,1.0,2021-01-01T09:15:00.000000+0530,2021-01-01T09:15:00.000000+0530,very_low_rows(<=10),data/raw/options/banknifty2121832900ce.parquet
BANKNIFTY,banknifty212183290,1,1,1.0,2021-01-01T09:15:00.000000+0530,2021-01-01T09:15:00.000000+0530,very_low_rows(<=10),data/raw/options/banknifty2121832900pe.parquet
BANKNIFTY,banknifty212183300,1,1,1.0,2021-01-01T09:15:00.000000+0530,2021-01-01T09:15:00.000000+0530,very_low_rows(<=10),data/raw/options/banknifty2121833000ce.parquet
BANKNIFTY,banknifty212183300,1,1,1.0,2021-01-01T09:15:00.000000+0530,2021-01-01T09:15:00.000000+0530,very_low_rows(<=10),data/raw/options/banknifty2121833000pe.parquet
BANKNIFTY,banknifty212183810,67276,67276,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838100ce.parquet
BANKNIFTY,banknifty212183810,59584,59584,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838100pe.parquet
BANKNIFTY,banknifty212183820,64421,64421,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838200ce.parquet
BANKNIFTY,banknifty212183820,58497,58497,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838200pe.parquet
BANKNIFTY,banknifty212183830,61722,61722,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838300ce.parquet
BANKNIFTY,banknifty212183830,55902,55902,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838300pe.parquet
BANKNIFTY,banknifty212183860,48181,48181,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838600ce.parquet
BANKNIFTY,banknifty212183860,44328,44328,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838600pe.parquet
BANKNIFTY,banknifty212183870,45414,45414,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838700ce.parquet
BANKNIFTY,banknifty212183870,37334,37334,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838700pe.parquet
BANKNIFTY,banknifty212183880,41873,41873,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838800ce.parquet
BANKNIFTY,banknifty212183880,39780,39780,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838800pe.parquet
BANKNIFTY,banknifty212183890,41325,41325,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838900ce.parquet
BANKNIFTY,banknifty212183890,38726,38726,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121838900pe.parquet
BANKNIFTY,banknifty212183900,41251,41251,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121839000ce.parquet
BANKNIFTY,banknifty212183900,39859,39859,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121839000pe.parquet
BANKNIFTY,banknifty212183910,37287,37287,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T12:15:13.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121839100ce.parquet
BANKNIFTY,banknifty212183910,35795,35795,1.0,1970-01-01T05:30:00.000000+0530,2021-02-18T12:15:14.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2121839100pe.parquet
BANKNIFTY,banknifty213043230,846,846,1.0,1970-01-01T05:30:00.000000+0530,2021-02-26T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432300ce.parquet
BANKNIFTY,banknifty213043230,860,860,1.0,1970-01-01T05:30:00.000000+0530,2021-02-26T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432300pe.parquet
BANKNIFTY,banknifty213043240,2386,2386,1.0,1970-01-01T05:30:00.000000+0530,2021-02-26T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432400ce.parquet
BANKNIFTY,banknifty213043240,2434,2434,1.0,1970-01-01T05:30:00.000000+0530,2021-02-26T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432400pe.parquet
BANKNIFTY,banknifty213043250,3590,3590,1.0,1970-01-01T05:30:00.000000+0530,2021-03-01T12:40:09.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432500ce.parquet
BANKNIFTY,banknifty213043250,3854,3854,1.0,1970-01-01T05:30:00.000000+0530,2021-03-01T12:40:09.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432500pe.parquet
BANKNIFTY,banknifty213043260,7578,7578,1.0,1970-01-01T05:30:00.000000+0530,2021-03-02T14:05:19.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432600ce.parquet
BANKNIFTY,banknifty213043260,7654,7654,1.0,1970-01-01T05:30:00.000000+0530,2021-03-02T14:05:19.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432600pe.parquet
BANKNIFTY,banknifty213043270,14202,14202,1.0,1970-01-01T05:30:00.000000+0530,2021-03-02T15:05:29.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432700ce.parquet
BANKNIFTY,banknifty213043270,14418,14418,1.0,1970-01-01T05:30:00.000000+0530,2021-03-02T15:05:29.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432700pe.parquet
BANKNIFTY,banknifty213043280,20762,20762,1.0,1970-01-01T05:30:00.000000+0530,2021-03-02T15:10:24.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432800ce.parquet
BANKNIFTY,banknifty213043280,21095,21095,1.0,1970-01-01T05:30:00.000000+0530,2021-03-02T15:10:25.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432800pe.parquet
BANKNIFTY,banknifty213043290,28888,28888,1.0,1970-01-01T05:30:00.000000+0530,2021-03-02T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432900ce.parquet
BANKNIFTY,banknifty213043290,29857,29857,1.0,1970-01-01T05:30:00.000000+0530,2021-03-02T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130432900pe.parquet
BANKNIFTY,banknifty213043300,36344,36344,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T09:55:12.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433000ce.parquet
BANKNIFTY,banknifty213043300,44563,44563,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T09:55:12.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433000pe.parquet
BANKNIFTY,banknifty213043310,43135,43135,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:35:14.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433100ce.parquet
BANKNIFTY,banknifty213043310,45702,45702,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:35:13.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433100pe.parquet
BANKNIFTY,banknifty213043320,49861,49861,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:42.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433200ce.parquet
BANKNIFTY,banknifty213043320,52110,52110,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:42.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433200pe.parquet
BANKNIFTY,banknifty213043330,52614,52614,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:42.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433300ce.parquet
BANKNIFTY,banknifty213043330,53665,53665,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:42.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433300pe.parquet
BANKNIFTY,banknifty213043340,55427,55427,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:42.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433400ce.parquet
BANKNIFTY,banknifty213043340,57688,57688,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:42.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433400pe.parquet
BANKNIFTY,banknifty213043350,63479,63479,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:42.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433500ce.parquet
BANKNIFTY,banknifty213043350,77119,77119,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:43.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433500pe.parquet
BANKNIFTY,banknifty213043360,61282,61282,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:42.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433600ce.parquet
BANKNIFTY,banknifty213043360,63876,63876,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:42.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433600pe.parquet
BANKNIFTY,banknifty213043370,61883,61883,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:42.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433700ce.parquet
BANKNIFTY,banknifty213043370,63812,63812,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:43.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433700pe.parquet
BANKNIFTY,banknifty213043380,63746,63746,1.0,1970-01-01T05:30:00.000000+0530,2021-03-04T10:48:42.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2130433800ce.parquet
BANKNIFTY,banknifty213103220,9,9,1.0,2021-02-26T12:45:16.000000+0530,2021-02-26T15:29:20.000000+0530,very_low_rows(<=10),data/raw/options/banknifty2131032200pe.parquet
BANKNIFTY,banknifty213103230,85,85,1.0,1970-01-01T05:30:00.000000+0530,2021-02-26T15:29:36.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032300ce.parquet
BANKNIFTY,banknifty213103230,114,114,1.0,1970-01-01T05:30:00.000000+0530,2021-02-26T15:29:20.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032300pe.parquet
BANKNIFTY,banknifty213103240,159,159,1.0,1970-01-01T05:30:00.000000+0530,2021-02-26T15:29:36.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032400ce.parquet
BANKNIFTY,banknifty213103240,258,258,1.0,1970-01-01T05:30:00.000000+0530,2021-02-26T15:27:14.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032400pe.parquet
BANKNIFTY,banknifty213103250,235,235,1.0,1970-01-01T05:30:00.000000+0530,2021-03-01T12:40:09.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032500ce.parquet
BANKNIFTY,banknifty213103250,1168,1168,1.0,1970-01-01T05:30:00.000000+0530,2021-03-01T12:40:09.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032500pe.parquet
BANKNIFTY,banknifty213103260,677,677,1.0,1970-01-01T05:30:00.000000+0530,2021-03-08T14:00:32.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032600ce.parquet
BANKNIFTY,banknifty213103260,1817,1817,1.0,1970-01-01T05:30:00.000000+0530,2021-03-08T14:00:32.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032600pe.parquet
BANKNIFTY,banknifty213103270,2767,2767,1.0,1970-01-01T05:30:00.000000+0530,2021-03-08T15:14:41.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032700ce.parquet
BANKNIFTY,banknifty213103270,5495,5495,1.0,1970-01-01T05:30:00.000000+0530,2021-03-08T15:15:37.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032700pe.parquet
BANKNIFTY,banknifty213103280,7040,7040,1.0,1970-01-01T05:30:00.000000+0530,2021-03-08T15:28:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032800ce.parquet
BANKNIFTY,banknifty213103280,12123,12123,1.0,1970-01-01T05:30:00.000000+0530,2021-03-08T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032800pe.parquet
BANKNIFTY,banknifty213103290,12448,12448,1.0,1970-01-01T05:30:00.000000+0530,2021-03-08T15:28:01.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032900ce.parquet
BANKNIFTY,banknifty213103290,15893,15893,1.0,1970-01-01T05:30:00.000000+0530,2021-03-08T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131032900pe.parquet
BANKNIFTY,banknifty213103300,16756,16756,1.0,1970-01-01T05:30:00.000000+0530,2021-03-08T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131033000ce.parquet
BANKNIFTY,banknifty213103300,30170,30170,1.0,1970-01-01T05:30:00.000000+0530,2021-03-08T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131033000pe.parquet
BANKNIFTY,banknifty213103310,24875,24875,1.0,1970-01-01T05:30:00.000000+0530,2021-03-09T14:35:28.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131033100pe.parquet
BANKNIFTY,banknifty213103320,30762,30762,1.0,1970-01-01T05:30:00.000000+0530,2021-03-09T14:55:26.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131033200pe.parquet
BANKNIFTY,banknifty213103340,39658,39658,1.0,1970-01-01T05:30:00.000000+0530,2021-03-10T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131033400ce.parquet
BANKNIFTY,banknifty213103890,1,1,1.0,2021-01-01T09:15:00.000000+0530,2021-01-01T09:15:00.000000+0530,very_low_rows(<=10),data/raw/options/banknifty2131038900ce.parquet
BANKNIFTY,banknifty213103890,1,1,1.0,2021-01-01T09:15:00.000000+0530,2021-01-01T09:15:00.000000+0530,very_low_rows(<=10),data/raw/options/banknifty2131038900pe.parquet
BANKNIFTY,banknifty213183170,1154,1154,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131831700ce.parquet
BANKNIFTY,banknifty213183170,1238,1238,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131831700pe.parquet
BANKNIFTY,banknifty213183180,1274,1274,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:29.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131831800ce.parquet
BANKNIFTY,banknifty213183180,1322,1322,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131831800pe.parquet
BANKNIFTY,banknifty213183190,1675,1675,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:49.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131831900ce.parquet
BANKNIFTY,banknifty213183190,1665,1665,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131831900pe.parquet
BANKNIFTY,banknifty213183200,8834,8834,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832000ce.parquet
BANKNIFTY,banknifty213183200,8868,8868,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832000pe.parquet
BANKNIFTY,banknifty213183210,13647,13647,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832100ce.parquet
BANKNIFTY,banknifty213183210,14132,14132,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832100pe.parquet
BANKNIFTY,banknifty213183220,19434,19434,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832200ce.parquet
BANKNIFTY,banknifty213183220,20564,20564,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832200pe.parquet
BANKNIFTY,banknifty213183230,26994,26994,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832300ce.parquet
BANKNIFTY,banknifty213183230,28215,28215,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832300pe.parquet
BANKNIFTY,banknifty213183240,31110,31110,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832400ce.parquet
BANKNIFTY,banknifty213183240,31765,31765,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832400pe.parquet
BANKNIFTY,banknifty213183250,33852,33852,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832500ce.parquet
BANKNIFTY,banknifty213183250,34884,34884,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832500pe.parquet
BANKNIFTY,banknifty213183260,38801,38801,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832600ce.parquet
BANKNIFTY,banknifty213183260,39335,39335,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832600pe.parquet
BANKNIFTY,banknifty213183270,42222,42222,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832700ce.parquet
BANKNIFTY,banknifty213183270,42604,42604,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832700pe.parquet
BANKNIFTY,banknifty213183280,44358,44358,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832800ce.parquet
BANKNIFTY,banknifty213183280,44830,44830,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:57.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832800pe.parquet
BANKNIFTY,banknifty213183290,44088,44088,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832900ce.parquet
BANKNIFTY,banknifty213183290,45721,45721,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131832900pe.parquet
BANKNIFTY,banknifty213183300,45297,45297,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833000ce.parquet
BANKNIFTY,banknifty213183300,52257,52257,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833000pe.parquet
BANKNIFTY,banknifty213183310,45378,45378,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833100ce.parquet
BANKNIFTY,banknifty213183310,47792,47792,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:58.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833100pe.parquet
BANKNIFTY,banknifty213183320,45508,45508,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833200ce.parquet
BANKNIFTY,banknifty213183320,46796,46796,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:58.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833200pe.parquet
BANKNIFTY,banknifty213183330,46012,46012,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833300ce.parquet
BANKNIFTY,banknifty213183330,47153,47153,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833300pe.parquet
BANKNIFTY,banknifty213183340,46200,46200,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833400ce.parquet
BANKNIFTY,banknifty213183340,47765,47765,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:29:59.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833400pe.parquet
BANKNIFTY,banknifty213183350,46957,46957,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833500ce.parquet
BANKNIFTY,banknifty213183350,80654,80654,1.0,1970-01-01T05:30:00.000000+0530,2021-03-18T15:30:00.000000+0530,min_timestamp_out_of_range,data/raw/options/banknifty2131833500pe.parquet
