entry_date,entry_time,exit_date,exit_time,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,pnl,hold_duration_minutes,exit_reason
2025-08-19,09:20:00,2025-08-19,09:35:00,24900.0,24900.0,194.3,143.65,195.0,137.85,5.100000000000023,15,time_limit
2025-08-19,10:30:00,2025-08-19,10:45:00,24900.0,24900.0,194.6,127.5,199.95,124.25,-2.099999999999966,15,time_limit
2025-08-19,12:00:00,2025-08-19,12:15:00,24950.0,24950.0,189.75,129.1,202.85,120.7,-4.699999999999989,15,time_limit
2025-08-19,13:30:00,2025-08-19,13:45:00,25000.0,25000.0,177.5,141.25,173.85,139.6,5.300000000000011,15,time_limit
2025-08-20,09:20:00,2025-08-20,09:35:00,24950.0,24950.0,160.95,135.55,164.5,131.2,0.8000000000000114,15,time_limit
2025-08-20,10:30:00,2025-08-20,10:45:00,25000.0,25000.0,162.75,134.3,169.95,127.8,-0.6999999999999886,15,time_limit
2025-08-20,12:00:00,2025-08-20,12:15:00,25050.0,25050.0,158.75,137.4,161.0,133.1,2.0499999999999545,15,time_limit
2025-08-20,13:30:00,2025-08-20,13:45:00,25050.0,25050.0,150.5,136.3,157.05,130.3,-0.5500000000000114,15,time_limit
2025-08-21,09:20:00,2025-08-21,09:35:00,25100.0,25100.0,141.7,125.1,137.65,128.1,1.0499999999999545,15,time_limit
2025-08-21,10:30:00,2025-08-21,10:45:00,25150.0,25150.0,139.4,122.55,138.1,121.45,2.3999999999999773,15,time_limit
2025-08-21,12:00:00,2025-08-21,12:15:00,25100.0,25100.0,151.35,106.95,151.5,107.25,-0.44999999999998863,15,time_limit
2025-08-21,13:30:00,2025-08-21,13:45:00,25100.0,25100.0,145.2,108.2,139.15,111.95,2.2999999999999545,15,time_limit
2025-08-22,09:20:00,2025-08-22,09:35:00,25000.0,25000.0,133.0,96.55,114.2,128.95,-13.599999999999966,15,time_limit
2025-08-22,10:30:00,2025-08-22,10:45:00,24950.0,24950.0,118.7,113.6,110.0,124.45,-2.1499999999999773,15,time_limit
2025-08-22,12:00:00,2025-08-22,12:15:00,24950.0,24950.0,120.5,104.5,108.3,118.15,-1.4499999999999886,15,time_limit
2025-08-22,13:30:00,2025-08-22,13:45:00,24950.0,24950.0,111.65,109.6,115.7,104.9,0.6499999999999773,15,time_limit
2025-08-25,09:20:00,2025-08-25,09:35:00,24900.0,24900.0,116.55,85.85,134.65,59.25,8.499999999999972,15,time_limit
2025-08-25,10:30:00,2025-08-25,10:45:00,24900.0,24900.0,105.1,75.8,119.7,60.85,0.3499999999999659,15,time_limit
2025-08-25,12:00:00,2025-08-25,12:15:00,24950.0,24950.0,108.7,64.65,114.05,59.2,0.10000000000002274,15,time_limit
2025-08-25,13:30:00,2025-08-25,13:45:00,25000.0,25000.0,81.7,78.35,88.15,72.95,-1.0500000000000114,15,time_limit
2025-08-26,09:20:00,2025-08-26,09:35:00,24850.0,24850.0,79.0,68.0,55.35,101.6,-9.949999999999989,15,time_limit
2025-08-26,10:30:00,2025-08-26,10:45:00,24800.0,24800.0,70.0,71.0,64.6,77.25,-0.8499999999999943,15,time_limit
2025-08-26,12:00:00,2025-08-26,12:15:00,24800.0,24800.0,68.0,61.2,65.4,64.65,-0.8500000000000227,15,time_limit
2025-08-26,13:30:00,2025-08-26,13:45:00,24800.0,24800.0,65.1,60.9,71.25,53.95,0.7999999999999972,15,time_limit
