entry_date,entry_time,exit_date,exit_time,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,pnl,hold_duration_minutes,exit_reason
2025-08-19,13:00:00,2025-08-19,13:45:00,25300.0,24700.0,59.45,52.85,54.55,52.1,5.650000000000006,45,time_limit
2025-08-19,13:30:00,2025-08-19,14:15:00,25250.0,24750.0,70.55,63.35,59.25,68.2,6.450000000000003,45,time_limit
2025-08-19,14:00:00,2025-08-19,14:45:00,25200.0,24700.0,74.3,55.55,78.4,50.5,0.9499999999999886,45,time_limit
2025-08-19,14:30:00,2025-08-19,15:15:00,25200.0,24700.0,81.3,50.6,78.9,48.25,4.75,45,time_limit
2025-08-20,13:00:00,2025-08-20,13:45:00,25300.0,24800.0,63.1,49.65,58.35,51.9,2.5,45,time_limit
2025-08-20,13:30:00,2025-08-20,14:15:00,25300.0,24800.0,54.85,54.65,61.4,47.25,0.8499999999999943,45,time_limit
2025-08-20,14:00:00,2025-08-20,14:45:00,25300.0,24800.0,61.55,49.3,62.45,45.75,2.6499999999999915,45,time_limit
2025-08-20,14:30:00,2025-08-20,15:15:00,25300.0,24800.0,60.05,47.7,58.7,48.9,0.15000000000000568,45,time_limit
2025-08-21,13:00:00,2025-08-21,13:45:00,25350.0,24850.0,48.85,36.45,42.05,40.15,3.1000000000000227,45,time_limit
2025-08-21,13:30:00,2025-08-21,14:15:00,25350.0,24850.0,44.7,39.2,48.3,33.05,2.5500000000000114,45,time_limit
2025-08-21,14:00:00,2025-08-21,14:45:00,25350.0,24850.0,45.9,35.2,44.0,33.8,3.299999999999997,45,time_limit
2025-08-21,14:30:00,2025-08-21,15:15:00,25350.0,24850.0,47.95,31.95,39.2,35.15,5.550000000000011,45,time_limit
2025-08-22,13:00:00,2025-08-22,13:45:00,25150.0,24650.0,37.0,28.7,40.95,24.55,0.20000000000000284,45,time_limit
2025-08-22,13:30:00,2025-08-22,14:15:00,25200.0,24700.0,29.75,33.05,27.2,35.9,-0.29999999999999716,45,time_limit
2025-08-22,14:00:00,2025-08-22,14:45:00,25200.0,24700.0,29.0,33.75,24.75,43.3,-5.299999999999997,45,time_limit
2025-08-22,14:30:00,2025-08-22,15:15:00,25150.0,24650.0,34.45,30.85,33.1,34.55,-2.3499999999999943,45,time_limit
2025-08-25,13:00:00,2025-08-25,13:45:00,25250.0,24750.0,15.25,13.6,14.7,13.7,0.45000000000000284,45,time_limit
2025-08-25,13:30:00,2025-08-25,14:15:00,25250.0,24750.0,13.45,14.65,14.0,13.85,0.25,45,time_limit
2025-08-25,14:00:00,2025-08-25,14:45:00,25250.0,24750.0,15.15,13.2,10.6,14.95,2.8000000000000043,45,time_limit
2025-08-25,14:30:00,2025-08-25,15:15:00,25250.0,24750.0,12.55,14.75,10.55,15.95,0.8000000000000007,45,time_limit
2025-08-26,13:00:00,2025-08-26,13:45:00,25050.0,24550.0,10.7,10.3,12.45,8.75,-0.1999999999999993,45,time_limit
2025-08-26,13:30:00,2025-08-26,14:15:00,25050.0,24550.0,11.35,9.2,11.45,10.0,-0.9000000000000021,45,time_limit
2025-08-26,14:00:00,2025-08-26,14:45:00,25050.0,24550.0,11.95,9.25,10.95,11.5,-1.25,45,time_limit
2025-08-26,14:30:00,2025-08-26,15:15:00,25050.0,24550.0,11.2,11.7,10.05,18.8,-5.950000000000003,45,time_limit
2025-08-28,13:00:00,2025-08-28,13:45:00,24800.0,24350.0,1.55,1.2,1.7,1.1,-0.04999999999999982,45,time_limit
2025-08-28,13:30:00,2025-08-28,14:15:00,24800.0,24300.0,1.55,0.95,1.55,0.65,0.2999999999999998,45,time_limit
2025-08-28,14:00:00,2025-08-28,14:19:32,24800.0,24300.0,1.55,0.95,1.4,0.45,0.6500000000000001,19,profit_target
2025-08-28,14:30:00,2025-08-28,14:58:12,24800.0,24300.0,0.6,0.45,0.35,0.4,0.30000000000000004,28,profit_target
2025-09-18,13:00:00,2025-09-18,13:45:00,25650.0,25150.0,77.0,54.5,75.15,52.25,4.099999999999994,45,time_limit
2025-09-18,13:30:00,2025-09-18,14:15:00,25650.0,25100.0,74.1,46.2,71.75,47.95,0.5999999999999943,45,time_limit
2025-09-18,14:00:00,2025-09-18,14:45:00,25600.0,25100.0,89.0,47.95,87.85,47.45,1.6499999999999773,45,time_limit
2025-09-18,14:30:00,2025-09-18,15:15:00,25600.0,25100.0,86.7,49.8,104.25,37.3,-5.050000000000011,45,time_limit
2025-09-19,13:00:00,2025-09-19,13:44:59,25550.0,25050.0,77.0,47.2,83.1,40.1,1.0000000000000142,44,time_limit
2025-09-19,13:30:00,2025-09-19,14:15:00,25600.0,25100.0,66.85,48.3,69.65,43.95,1.549999999999983,45,time_limit
2025-09-19,14:00:00,2025-09-19,14:45:00,25600.0,25100.0,67.65,45.85,67.8,45.8,-0.09999999999999432,45,time_limit
2025-09-19,14:30:00,2025-09-19,15:15:00,25600.0,25100.0,63.85,48.6,63.35,48.0,1.1000000000000085,45,time_limit
2025-09-22,13:00:00,2025-09-22,13:45:00,25550.0,25050.0,56.7,39.8,53.9,40.45,2.1500000000000057,45,time_limit
2025-09-22,13:30:00,2025-09-22,14:15:00,25550.0,25050.0,54.8,39.95,53.05,41.35,0.3499999999999943,45,time_limit
2025-09-22,14:00:00,2025-09-22,14:44:58,25500.0,25050.0,65.2,44.6,47.85,64.6,-2.6499999999999773,44,time_limit
2025-09-22,14:30:00,2025-09-22,15:14:59,25500.0,25000.0,58.95,39.85,51.0,50.45,-2.6499999999999915,44,time_limit
2025-09-23,13:00:00,2025-09-23,13:45:00,25450.0,24950.0,51.3,39.3,65.2,31.9,-6.5,45,time_limit
2025-09-23,13:30:00,2025-09-23,14:15:00,25450.0,24950.0,58.45,34.75,57.95,32.5,2.75,45,time_limit
2025-09-23,14:00:00,2025-09-23,14:45:00,25450.0,24950.0,58.95,33.1,61.5,30.35,0.20000000000001705,45,time_limit
2025-09-23,14:30:00,2025-09-23,15:15:00,25450.0,24950.0,61.1,32.05,49.05,34.15,9.950000000000017,45,time_limit
2025-09-24,13:00:00,2025-09-24,13:45:00,25350.0,24850.0,36.25,24.1,40.65,22.55,-2.8500000000000014,45,time_limit
2025-09-24,13:30:00,2025-09-24,14:15:00,25400.0,24900.0,31.3,27.15,25.4,30.85,2.200000000000003,45,time_limit
2025-09-24,14:00:00,2025-09-24,14:45:00,25350.0,24850.0,36.5,23.25,29.8,26.05,3.8999999999999986,45,time_limit
2025-09-24,14:30:00,2025-09-24,15:15:00,25350.0,24850.0,32.65,24.05,27.45,28.95,0.30000000000000426,45,time_limit
