date,anchor,expiry,strike,entry_prem,exit_prem,pnl,exit_reason,gross_rupees,fees_rupees,net_rupees
2025-03-07,15:00:00,2025-03-26,48600,2297.6,2412.8999999999955,115.29999999999563,target,3458.999999999869,133.81844519999984,3325.181554799869
2025-03-10,10:00:00,2025-03-26,48500,2229.2,2229.2,0.0,hour_end,0.0,125.06882016000002,-125.06882016000002
2025-03-10,11:00:00,2025-03-26,48500,2229.2,2229.2,0.0,hour_end,0.0,125.06882016000002,-125.06882016000002
2025-03-10,12:00:00,2025-03-26,48500,2229.2,2229.2,0.0,hour_end,0.0,125.06882016000002,-125.06882016000002
2025-03-10,13:00:00,2025-03-26,48500,2229.2,2229.2,0.0,hour_end,0.0,125.06882016000002,-125.06882016000002
2025-03-10,14:00:00,2025-03-26,48500,2229.2,2341.4999999999955,112.29999999999563,target,3368.999999999869,129.85306967999983,3239.146930319869
2025-03-10,15:00:00,2025-03-26,48200,2323.6,2323.6,0.0,hour_end,0.0,130.36511328,-130.36511328
2025-03-11,10:00:00,2025-03-26,47800,2290.65,2405.7499999999986,115.09999999999854,target,3452.9999999999563,133.4199963599999,3319.5800036399564
2025-03-11,11:00:00,2025-03-26,47900,2455.45,2455.45,0.0,hour_end,0.0,137.76253116,-137.76253116
2025-03-11,12:00:00,2025-03-26,47900,2455.45,2455.45,0.0,hour_end,0.0,137.76253116,-137.76253116
2025-03-11,13:00:00,2025-03-26,47900,2455.45,2578.5000000000027,123.05000000000291,target,3691.5000000000873,143.0047564800001,3548.495243520087
2025-03-11,14:00:00,2025-03-26,48000,2232.1,2344.0500000000043,111.95000000000437,target,3358.500000000131,130.0008627600002,3228.499137240131
2025-03-11,15:00:00,2025-03-26,47800,2290.65,2290.65,0.0,hour_end,0.0,128.51646012,-128.51646012
2025-03-12,10:00:00,2025-03-26,48200,2129.55,2238.3,108.75,target,3262.5,124.11098783999999,3138.38901216
2025-03-12,11:00:00,2025-03-26,48100,2148.3500000000004,2256.8500000000004,108.5,target,3255.0,125.15510748000003,3129.84489252
2025-03-12,12:00:00,2025-03-26,47900,2173.7,2173.7,0.0,hour_end,0.0,121.95500375999998,-121.95500375999998
2025-03-12,13:00:00,2025-03-26,47900,2173.7,2282.399999999997,108.69999999999709,target,3260.9999999999127,126.58588463999986,3134.414115359913
2025-03-12,14:00:00,2025-03-26,48000,2145.95,2254.1000000000013,108.15000000000146,target,3244.5000000000437,125.00554512000006,3119.4944548800436
2025-03-12,15:00:00,2025-03-26,48100,2148.3500000000004,2148.3500000000004,0.0,hour_end,0.0,120.53274708000002,-120.53274708000002
2025-03-13,10:00:00,2025-03-26,48200,2087.2,2191.7500000000027,104.55000000000291,target,3136.5000000000873,121.55601948000012,3014.9439805200873
2025-03-13,11:00:00,2025-03-26,48300,2066.85,2170.1999999999985,103.34999999999854,target,3100.4999999999563,120.36316391999993,2980.1368360799565
2025-03-13,12:00:00,2025-03-26,48200,2087.2,2087.2,0.0,hour_end,0.0,117.10193855999997,-117.10193855999997
2025-03-13,13:00:00,2025-03-26,48200,2087.2,2191.7,104.5,target,3135.0,121.55388936,3013.44611064
2025-03-13,14:00:00,2025-03-26,48100,2094.1,2202.1999999999985,108.09999999999854,target,3242.9999999999563,122.09438111999995,3120.9056188799564
2025-03-13,15:00:00,2025-03-26,48000,2118.25,2118.25,0.0,hour_end,0.0,118.84399259999999,-118.84399259999999
2025-03-17,10:00:00,2025-03-26,48400,1957.4,1957.4,0.0,hour_end,0.0,109.81953552000003,-109.81953552000003
2025-03-17,11:00:00,2025-03-26,48400,1957.4,2055.4999999999986,98.09999999999854,target,2942.9999999999563,113.99883095999994,2829.0011690399565
2025-03-17,12:00:00,2025-03-26,48400,1957.4,1957.4,0.0,hour_end,0.0,109.81953552000003,-109.81953552000003
2025-03-17,13:00:00,2025-03-26,48400,1957.4,1957.4,0.0,hour_end,0.0,109.81953552000003,-109.81953552000003
2025-03-17,14:00:00,2025-03-26,48400,1957.4,1957.4,0.0,hour_end,0.0,109.81953552000003,-109.81953552000003
2025-03-17,15:00:00,2025-03-26,48400,1957.4,1957.4,0.0,hour_end,0.0,109.81953552000003,-109.81953552000003
2025-03-18,10:00:00,2025-03-26,48900,1873.05,1971.1000000000029,98.05000000000291,target,2941.5000000000873,109.26426096000012,2832.235739040087
2025-03-18,11:00:00,2025-03-26,49000,1871.6499999999999,1871.6499999999999,0.0,hour_end,0.0,105.00854891999998,-105.00854891999998
2025-03-18,12:00:00,2025-03-26,49000,1871.6499999999999,1965.6499999999999,94.0,target,2820.0,109.01317451999999,2710.98682548
2025-03-18,13:00:00,2025-03-26,49000,1871.6499999999999,1965.7000000000028,94.05000000000291,target,2821.5000000000873,109.01530464000011,2712.4846953600872
2025-03-18,14:00:00,2025-03-26,49200,1870.8999999999999,1964.7499999999984,93.84999999999854,target,2815.4999999999563,108.96470555999993,2706.5352944399565
2025-03-18,15:00:00,2025-03-26,49300,1905.55,2001.1999999999941,95.64999999999418,target,2869.4999999998254,110.98542119999975,2758.514578799826
2025-03-19,10:00:00,2025-03-26,49500,1836.7,1933.7,97.0,target,2910.0,107.18011896,2802.81988104
2025-03-19,11:00:00,2025-03-26,49700,1825.5,1825.5,0.0,hour_end,0.0,102.41931240000001,-102.41931240000001
2025-03-19,12:00:00,2025-03-26,49700,1825.5,1825.5,0.0,hour_end,0.0,102.41931240000001,-102.41931240000001
2025-03-19,13:00:00,2025-03-26,49800,1827.9,1827.9,0.0,hour_end,0.0,102.55396392000002,-102.55396392000002
2025-03-19,14:00:00,2025-03-26,49800,1827.9,1827.9,0.0,hour_end,0.0,102.55396392000002,-102.55396392000002
2025-03-19,15:00:00,2025-03-26,49800,1827.9,1919.9,92.0,target,2760.0,106.47338472,2653.52661528
2025-03-20,10:00:00,2025-03-26,49800,1820.3500000000001,1912.6999999999987,92.34999999999854,target,2770.4999999999563,106.06470431999996,2664.435295679956
2025-03-20,11:00:00,2025-03-26,49900,1799.65,1799.65,0.0,hour_end,0.0,100.96900332000001,-100.96900332000001
2025-03-20,12:00:00,2025-03-26,49800,1820.3500000000001,1820.3500000000001,0.0,hour_end,0.0,102.13037268000001,-102.13037268000001
2025-03-20,13:00:00,2025-03-26,49900,1799.65,1890.450000000003,90.80000000000291,target,2724.0000000000873,104.83730124000013,2619.162698760087
2025-03-20,14:00:00,2025-03-26,50100,1771.6,1861.6,90.0,target,2700.0,103.22947968000001,2596.77052032
2025-03-20,15:00:00,2025-03-26,50100,1771.6,1860.35,88.75,target,2662.5,103.17622668000001,2559.32377332
2025-03-21,10:00:00,2025-03-26,50200,1703.3,1789.249999999997,85.94999999999709,target,2578.4999999999127,99.2249821199999,2479.275017879913
2025-03-21,11:00:00,2025-03-26,50500,1664.1,1747.8999999999955,83.79999999999563,target,2513.999999999869,96.93407879999981,2417.065921199869
2025-03-21,12:00:00,2025-03-26,50400,1676.0,1762.9000000000015,86.90000000000146,target,2607.0000000000437,97.73379336000005,2509.2662066400435
2025-03-21,13:00:00,2025-03-26,50500,1664.1,1750.549999999997,86.44999999999709,target,2593.4999999999127,97.0469751599999,2496.453024839913
2025-03-21,14:00:00,2025-03-26,50300,1689.25,1781.5999999999985,92.34999999999854,target,2770.4999999999563,98.70936503999994,2671.7906349599566
2025-03-21,15:00:00,2025-03-26,50500,1664.1,1761.6500000000028,97.55000000000291,target,2926.5000000000873,97.51986180000014,2828.9801382000874
2025-03-24,10:00:00,2025-03-26,51400,1641.7,1724.45,82.75,target,2482.5,95.63259876000001,2386.86740124
2025-03-24,11:00:00,2025-03-26,51700,2042.1,2150.2500000000014,108.15000000000146,target,3244.5000000000437,119.17906164000006,3125.320938360044
2025-03-24,12:00:00,2025-03-26,51600,1675.6499999999999,1675.6499999999999,0.0,hour_end,0.0,94.01200811999999,-94.01200811999999
2025-03-24,13:00:00,2025-03-26,51600,1675.6499999999999,1675.6499999999999,0.0,hour_end,0.0,94.01200811999999,-94.01200811999999
2025-03-24,14:00:00,2025-03-26,51700,2042.1,2148.1,106.0,target,3180.0,119.08746647999999,3060.91253352
2025-03-24,15:00:00,2025-03-26,51700,2042.1,2151.35,109.25,target,3277.5,119.22592428,3158.27407572
2025-03-25,10:00:00,2025-03-26,52000,1695.35,1781.35,86.0,target,2580.0,98.78107908000001,2481.21892092
2025-03-25,11:00:00,2025-03-26,51800,1729.5,1820.4000000000015,90.90000000000146,target,2727.0000000000437,100.90580976000007,2626.0941902400436
2025-03-25,12:00:00,2025-03-26,51800,1729.5,1819.1500000000015,89.65000000000146,target,2689.5000000000437,100.85255676000007,2588.6474432400437
2025-03-25,13:00:00,2025-03-26,51600,1770.2,1859.6000000000015,89.40000000000146,target,2682.0000000000437,103.12537152000009,2578.8746284800436
2025-03-25,14:00:00,2025-03-26,51700,1748.8000000000002,1837.3999999999987,88.59999999999854,target,2657.9999999999563,101.89064687999996,2556.1093531199563
2025-03-25,15:00:00,2025-03-26,51600,1770.2,1861.4000000000044,91.20000000000437,target,2736.000000000131,103.2020558400002,2632.7979441601306
2025-03-26,10:00:00,2025-03-26,51800,1667.5,1752.1499999999942,84.64999999999418,target,2539.4999999998254,97.16104715999974,2442.3389528398257
2025-03-26,11:00:00,2025-03-26,51600,1723.6000000000001,1809.9499999999987,86.34999999999854,target,2590.4999999999563,100.38095051999997,2490.119049479956
2025-03-26,12:00:00,2025-03-26,51500,1748.3,1748.3,0.0,hour_end,0.0,98.08802184,-98.08802184
2025-03-26,13:00:00,2025-03-26,51500,1748.3,1839.2000000000014,90.90000000000146,target,2727.0000000000437,101.96058000000005,2625.0394200000437
2025-03-26,14:00:00,2025-03-26,51200,1853.15,1947.7999999999943,94.64999999999418,target,2839.4999999998254,108.00292727999977,2731.4970727198256
2025-03-27,10:00:00,2025-04-30,51600,1630.5500000000002,1712.8000000000002,82.25,target,2467.5,94.98572904000002,2372.51427096
2025-03-27,11:00:00,2025-04-30,51600,1630.5500000000002,1715.5500000000002,85.0,target,2550.0,95.10288564,2454.89711436
2025-03-27,12:00:00,2025-04-30,51600,1630.5500000000002,1630.5500000000002,0.0,hour_end,0.0,91.48168163999999,-91.48168163999999
2025-03-27,13:00:00,2025-04-30,51600,1630.5500000000002,1630.5500000000002,0.0,hour_end,0.0,91.48168163999999,-91.48168163999999
2025-03-27,14:00:00,2025-04-30,51600,1630.5500000000002,1712.7500000000045,82.20000000000437,target,2466.000000000131,94.9835989200002,2371.016401080131
2025-03-27,15:00:00,2025-04-30,51700,1627.55,1708.9500000000014,81.40000000000146,target,2442.0000000000437,94.78120260000004,2347.2187974000435
2025-04-01,10:00:00,2025-04-30,51600,1506.55,1585.1500000000058,78.60000000000582,target,2358.0000000001746,87.87323508000026,2270.1267649201745
2025-04-01,11:00:00,2025-04-30,50900,1724.2,1813.0499999999986,88.84999999999854,target,2665.4999999999563,100.52111939999992,2564.9788805999565
2025-04-01,12:00:00,2025-04-30,50800,1769.6,1858.1,88.5,target,2655.0,103.05336648,2551.94663352
2025-04-01,13:00:00,2025-04-30,50800,1769.6,1769.6,0.0,hour_end,0.0,99.28305408,-99.28305408
2025-04-01,14:00:00,2025-04-30,50800,1769.6,1864.549999999997,94.94999999999709,target,2848.4999999999127,103.3281519599999,2745.1718480399127
2025-04-01,15:00:00,2025-04-30,50800,1769.6,1769.6,0.0,hour_end,0.0,99.28305408,-99.28305408
2025-04-02,11:00:00,2025-04-30,51200,1479.3,1553.6500000000058,74.35000000000582,target,2230.5000000001746,86.16331908000025,2144.3366809201743
2025-04-02,12:00:00,2025-04-30,51200,1479.3,1555.3,76.0,target,2280.0,86.23361304000001,2193.76638696
2025-04-02,14:00:00,2025-04-30,51300,1478.4499999999998,1478.4499999999998,0.0,hour_end,0.0,82.94814156,-82.94814156
2025-04-02,15:00:00,2025-04-30,51200,1479.3,1553.3999999999985,74.09999999999854,target,2222.9999999999563,86.15266847999993,2136.8473315199562
2025-04-03,10:00:00,2025-04-30,51300,1493.3,1569.4500000000014,76.15000000000146,target,2284.5000000000437,87.02547060000006,2197.4745294000436
2025-04-03,11:00:00,2025-04-30,51500,1467.3000000000002,1467.3000000000002,0.0,hour_end,0.0,82.32257304000001,-82.32257304000001
2025-04-03,12:00:00,2025-04-30,51500,1467.3000000000002,1542.2499999999973,74.94999999999709,target,2248.4999999999127,85.5156229199999,2162.984377079913
2025-04-03,13:00:00,2025-04-30,51500,1467.3000000000002,1540.9500000000016,73.65000000000146,target,2209.5000000000437,85.4602398000001,2124.0397602000435
2025-04-03,14:00:00,2025-04-30,51600,1466.0,1540.199999999997,74.19999999999709,target,2225.9999999999127,85.41073487999988,2140.589265119913
2025-04-03,15:00:00,2025-04-30,51600,1466.0,1466.0,0.0,hour_end,0.0,82.2496368,-82.2496368
2025-04-04,10:00:00,2025-04-30,51600,1467.7,1541.8500000000015,74.15000000000146,target,2224.5000000000437,85.50398292000007,2138.9960170800437
2025-04-04,11:00:00,2025-04-30,51600,1467.7,1545.3500000000015,77.65000000000146,target,2329.5000000000437,85.65309132000006,2243.8469086800437
2025-04-04,12:00:00,2025-04-30,51600,1467.7,1467.7,0.0,hour_end,0.0,82.34501495999999,-82.34501495999999
2025-04-04,13:00:00,2025-04-30,51700,1456.3,1530.3499999999956,74.04999999999563,target,2221.499999999869,84.86012795999983,2136.6398720398693
2025-04-04,14:00:00,2025-04-30,51500,1485.2,1560.7999999999986,75.59999999999854,target,2267.9999999999563,86.54759039999993,2181.4524095999564
2025-04-04,15:00:00,2025-04-30,51400,1506.0,1583.8500000000058,77.85000000000582,target,2335.5000000001746,87.81042564000025,2247.6895743601744
2025-04-07,10:00:00,2025-04-30,49800,2082.25,2187.6500000000015,105.40000000000146,target,3162.0000000000437,121.31451276000007,3040.6854872400436
2025-04-07,11:00:00,2025-04-30,49700,2222.4,2335.9999999999986,113.59999999999854,target,3407.9999999999563,129.52694015999992,3278.4730598399565
2025-04-07,12:00:00,2025-04-30,49500,2354.75,2480.25,125.5,target,3765.0,137.45937899999998,3627.540621
2025-04-07,13:00:00,2025-04-30,49300,2490.1,2614.7500000000014,124.65000000000146,target,3739.5000000000437,145.0169516400001,3594.4830483600435
2025-04-07,14:00:00,2025-04-30,49600,2230.2,2350.95,120.75,target,3622.5,130.26916476000002,3492.23083524
2025-04-07,15:00:00,2025-04-30,49600,2230.2,2343.899999999997,113.69999999999709,target,3410.9999999999127,129.96881783999987,3281.031182159913
2025-04-08,10:00:00,2025-04-30,50400,2138.6000000000004,2246.3500000000004,107.75,target,3232.5,124.57613388000001,3107.92386612
2025-04-08,11:00:00,2025-04-30,50300,2164.3,2275.7000000000016,111.40000000000146,target,3342.0000000000437,126.17352600000007,3215.8264740000436
2025-04-08,12:00:00,2025-04-30,50300,2164.3,2273.600000000003,109.30000000000291,target,3279.0000000000873,126.08406096000012,3152.9159390400873
2025-04-08,13:00:00,2025-04-30,50700,2150.05,2261.2000000000016,111.15000000000146,target,3334.5000000000437,125.36338200000007,3209.1366180000437
2025-04-08,14:00:00,2025-04-30,50500,2148.05,2262.4500000000016,114.40000000000146,target,3432.0000000000437,125.38963020000007,3306.6103698000434
2025-04-08,15:00:00,2025-04-30,50500,2148.05,2255.7499999999973,107.69999999999709,target,3230.9999999999127,125.10419411999986,3105.895805879913
2025-04-09,10:00:00,2025-04-30,50300,1978.4,2077.8000000000015,99.40000000000146,target,2982.0000000000437,115.23241488000005,2866.767585120044
2025-04-09,11:00:00,2025-04-30,50100,2041.3,2143.6499999999987,102.34999999999877,target,3070.499999999963,118.88708387999996,2951.6129161199633
2025-04-09,12:00:00,2025-04-30,50100,2041.3,2147.849999999996,106.54999999999586,target,3196.499999999876,119.06601395999982,3077.433986039876
2025-04-09,13:00:00,2025-04-30,50200,2004.35,2105.799999999997,101.44999999999709,target,3043.4999999999127,116.77566935999988,2926.7243306399128
2025-04-09,14:00:00,2025-04-30,50200,2004.35,2107.299999999997,102.94999999999709,target,3088.4999999999127,116.83957295999988,2971.660427039913
2025-04-09,15:00:00,2025-04-30,50300,1978.4,1978.4,0.0,hour_end,0.0,110.99773632,-110.99773632
2025-04-11,10:00:00,2025-04-30,50900,1877.75,1978.199999999997,100.44999999999709,target,3013.4999999999127,109.63019927999989,2903.8698007199127
2025-04-11,11:00:00,2025-04-30,50900,1877.75,1984.7000000000044,106.95000000000437,target,3208.500000000131,109.9071148800002,3098.5928851201306
2025-04-11,13:00:00,2025-04-30,51200,1913.9,2011.15,97.25,target,2917.5,111.52206012,2805.97793988
2025-04-11,15:00:00,2025-04-30,51000,1883.7,1883.7,0.0,hour_end,0.0,105.68461176000001,-105.68461176000001
2025-04-15,10:00:00,2025-04-30,52100,1755.1,1842.9500000000057,87.85000000000582,target,2635.5000000001746,102.21215532000024,2533.287844680174
2025-04-15,11:00:00,2025-04-30,52200,1802.0500000000002,1892.8999999999987,90.84999999999854,target,2725.4999999999563,104.97408287999995,2620.5259171199564
2025-04-15,12:00:00,2025-04-30,52400,1923.85,2021.85,98.0,target,2940.0,112.11225467999999,2827.88774532
2025-04-15,13:00:00,2025-04-30,52300,1844.5,1844.5,0.0,hour_end,0.0,103.4853036,-103.4853036
2025-04-15,14:00:00,2025-04-30,52300,1844.5,1844.5,0.0,hour_end,0.0,103.4853036,-103.4853036
2025-04-15,15:00:00,2025-04-30,52400,1923.85,1923.85,0.0,hour_end,0.0,107.93721948,-107.93721948
2025-04-16,10:00:00,2025-04-30,52800,1197.4,1257.6000000000045,60.200000000004366,target,1806.000000000131,69.74455200000018,1736.2554480001309
2025-04-16,11:00:00,2025-04-30,52700,1171.4,1230.2999999999943,58.89999999999418,target,1766.9999999998254,68.23044407999976,1698.7695559198255
2025-04-16,12:00:00,2025-04-30,52700,1171.4,1230.4999999999986,59.099999999998545,target,1772.9999999999563,68.23896455999993,1704.7610354399565
2025-04-16,13:00:00,2025-04-30,52800,1197.4,1258.1000000000045,60.700000000004366,target,1821.000000000131,69.76585320000018,1751.2341468001307
2025-04-16,14:00:00,2025-04-30,53000,1250.4,1314.8000000000015,64.40000000000146,target,1932.0000000000437,72.89703648000007,1859.1029635200437
2025-04-16,15:00:00,2025-04-30,53100,1289.55,1355.4500000000014,65.90000000000146,target,1977.0000000000437,75.15744300000007,1901.8425570000436
2025-04-17,10:00:00,2025-04-30,53500,1137.85,1196.6999999999985,58.849999999998545,target,1765.4999999999563,66.34599791999993,1699.1540020799564
2025-04-17,11:00:00,2025-04-30,53400,1117.95,1176.3499999999942,58.39999999999418,target,1751.9999999998254,65.21034131999974,1686.7896586798256
2025-04-17,12:00:00,2025-04-30,53700,1199.9499999999998,1260.149999999997,60.19999999999709,target,1805.9999999999127,69.88761923999986,1736.1123807599129
2025-04-17,13:00:00,2025-04-30,54100,1389.7,1460.0499999999986,70.34999999999854,target,2110.4999999999563,80.96591939999995,2029.5340805999565
2025-04-17,14:00:00,2025-04-30,54300,1479.8,1556.8499999999956,77.04999999999563,target,2311.499999999869,86.3063979599998,2225.1936020398693
2025-04-17,15:00:00,2025-04-30,54300,1479.8,1557.3999999999985,77.59999999999854,target,2327.9999999999563,86.32982927999993,2241.6701707199563
