entry_date,entry_time,exit_date,exit_time,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,total_premium_received,total_premium_paid,pnl,hold_duration_minutes,exit_reason
2025-08-01,09:20:00,2025-08-01,09:35:00,55900.0,55900.0,756.75,631.7,776.95,607.0,1388.45,1383.95,4.5,15,time_limit
2025-08-01,10:30:00,2025-08-01,10:45:00,56100.0,56100.0,756.9,633.25,755.15,629.2,1390.15,1384.35,5.800000000000182,15,time_limit
2025-08-01,12:00:00,2025-08-01,12:15:00,55800.0,55800.0,814.95,586.15,805.95,599.15,1401.1,1405.1,-4.0,15,time_limit
2025-08-01,13:30:00,2025-08-01,13:45:00,55900.0,55900.0,768.45,610.0,740.6,630.0,1378.45,1370.6,7.850000000000136,15,time_limit
2025-08-04,09:20:00,2025-08-04,09:35:00,55700.0,55700.0,783.0,581.1,786.35,585.95,1364.1,1372.3000000000002,-8.200000000000273,15,time_limit
2025-08-04,10:30:00,2025-08-04,10:45:00,55600.0,55600.0,780.55,619.45,795.9,601.25,1400.0,1397.15,2.849999999999909,15,time_limit
2025-08-04,12:00:00,2025-08-04,12:15:00,55700.0,55700.0,775.0,595.1,768.0,600.6,1370.1,1368.6,1.5,15,time_limit
2025-08-04,13:30:00,2025-08-04,13:45:00,55600.0,55600.0,778.4,591.3,804.5,571.35,1369.6999999999998,1375.85,-6.150000000000091,15,time_limit
2025-08-04,09:20:00,2025-08-04,09:35:00,55700.0,55700.0,1252.7,850.9,1280.6,778.95,2103.6,2059.55,44.04999999999973,15,time_limit
2025-08-04,10:30:00,2025-08-04,10:45:00,55600.0,55600.0,1274.9,805.9,1294.85,809.5,2080.8,2104.35,-23.549999999999727,15,time_limit
2025-08-04,13:30:00,2025-08-04,13:45:00,55600.0,55600.0,1275.65,801.95,1287.5,794.55,2077.6000000000004,2082.05,-4.449999999999818,15,time_limit
2025-08-05,09:20:00,2025-08-05,09:35:00,55600.0,55600.0,732.75,586.4,748.7,573.5,1319.15,1322.2,-3.0499999999999545,15,time_limit
2025-08-05,10:30:00,2025-08-05,10:45:00,55400.0,55400.0,819.95,540.95,801.0,554.65,1360.9,1355.65,5.25,15,time_limit
2025-08-05,12:00:00,2025-08-05,12:15:00,55400.0,55400.0,787.25,548.0,819.6,515.95,1335.25,1335.5500000000002,-0.3000000000001819,15,time_limit
2025-08-05,13:30:00,2025-08-05,13:45:00,55300.0,55300.0,773.85,567.95,746.3,595.65,1341.8000000000002,1341.9499999999998,-0.1499999999996362,15,time_limit
2025-08-05,09:20:00,2025-08-05,09:35:00,55600.0,55600.0,1308.65,807.05,1226.7,795.2,2115.7,2021.9,93.79999999999973,15,time_limit
2025-08-05,10:30:00,2025-08-05,10:45:00,55400.0,55400.0,1341.55,758.8,1320.45,782.8,2100.35,2103.25,-2.900000000000091,15,time_limit
2025-08-05,12:00:00,2025-08-05,12:15:00,55400.0,55400.0,1305.85,756.55,1325.9,740.0,2062.3999999999996,2065.9,-3.5000000000004547,15,time_limit
2025-08-05,13:30:00,2025-08-05,13:45:00,55300.0,55300.0,1280.0,782.45,1258.4,788.6,2062.45,2047.0,15.449999999999818,15,time_limit
2025-08-06,09:20:00,2025-08-06,09:35:00,55400.0,55400.0,731.45,565.0,770.0,539.95,1296.45,1309.95,-13.5,15,time_limit
2025-08-06,10:30:00,2025-08-06,10:45:00,55400.0,55400.0,714.0,547.05,662.0,598.85,1261.05,1260.85,0.20000000000004547,15,time_limit
2025-08-06,12:00:00,2025-08-06,12:15:00,55300.0,55300.0,739.3,536.65,757.45,518.4,1275.9499999999998,1275.85,0.09999999999990905,15,time_limit
2025-08-06,13:30:00,2025-08-06,13:45:00,55500.0,55500.0,716.0,529.15,723.85,518.7,1245.15,1242.5500000000002,2.599999999999909,15,time_limit
2025-08-06,10:30:00,2025-08-06,10:45:00,55400.0,55400.0,1199.1,776.2,1174.25,825.85,1975.3,2000.1,-24.799999999999955,15,time_limit
2025-08-06,12:00:00,2025-08-06,12:15:00,55300.0,55300.0,1262.25,763.0,1279.7,747.75,2025.25,2027.45,-2.2000000000000455,15,time_limit
2025-08-07,09:20:00,2025-08-07,09:35:00,55300.0,55300.0,712.55,517.05,702.8,527.15,1229.6,1229.9499999999998,-0.34999999999990905,15,time_limit
2025-08-07,10:30:00,2025-08-07,10:45:00,55100.0,55100.0,724.4,509.8,726.8,514.25,1234.2,1241.05,-6.849999999999909,15,time_limit
2025-08-07,12:00:00,2025-08-07,12:15:00,55100.0,55100.0,737.6,508.65,762.55,485.1,1246.25,1247.65,-1.400000000000091,15,time_limit
2025-08-07,13:30:00,2025-08-07,13:45:00,55000.0,55000.0,720.85,524.75,726.4,525.05,1245.6,1251.4499999999998,-5.849999999999909,15,time_limit
2025-08-07,09:20:00,2025-08-07,09:35:00,55300.0,55300.0,1231.7,751.25,1214.15,769.45,1982.95,1983.6000000000001,-0.650000000000091,15,time_limit
2025-08-07,10:30:00,2025-08-07,10:45:00,55100.0,55100.0,1263.5,735.0,1255.0,751.95,1998.5,2006.95,-8.450000000000045,15,time_limit
2025-08-07,12:00:00,2025-08-07,12:15:00,55100.0,55100.0,1291.4,751.75,1278.1,734.0,2043.15,2012.1,31.050000000000182,15,time_limit
2025-08-07,13:30:00,2025-08-07,13:45:00,55000.0,55000.0,1243.55,752.6,1240.65,756.7,1996.15,1997.3500000000001,-1.2000000000000455,15,time_limit
2025-08-08,09:20:00,2025-08-08,09:35:00,55500.0,55500.0,652.15,498.3,630.5,543.5,1150.45,1174.0,-23.549999999999955,15,time_limit
2025-08-08,10:30:00,2025-08-08,10:45:00,55300.0,55300.0,679.8,506.55,652.75,527.85,1186.35,1180.6,5.75,15,time_limit
2025-08-08,12:00:00,2025-08-08,12:15:00,55100.0,55100.0,729.1,482.35,717.05,485.35,1211.45,1202.4,9.049999999999955,15,time_limit
2025-08-08,13:30:00,2025-08-08,13:45:00,55100.0,55100.0,687.25,501.1,729.45,452.7,1188.35,1182.15,6.199999999999818,15,time_limit
2025-08-08,09:20:00,2025-08-08,09:35:00,55500.0,55500.0,1178.0,746.35,1151.0,785.95,1924.35,1936.95,-12.600000000000136,15,time_limit
2025-08-08,12:00:00,2025-08-08,12:15:00,55100.0,55100.0,1254.1,709.0,1248.5,741.4,1963.1,1989.9,-26.800000000000182,15,time_limit
2025-08-08,13:30:00,2025-08-08,13:45:00,55100.0,55100.0,1210.45,732.0,1240.5,700.0,1942.45,1940.5,1.9500000000000455,15,time_limit
2025-08-11,09:20:00,2025-08-11,09:35:00,55100.0,55100.0,650.45,522.05,723.25,455.35,1172.5,1178.6,-6.099999999999909,15,time_limit
