entry_date,entry_time,exit_date,exit_time,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,total_premium_received,total_premium_paid,pnl,hold_duration_minutes,exit_reason
2025-08-01,09:20:00,2025-08-01,09:50:00,56400.0,55300.0,507.15,410.85,539.05,401.35,918.0,940.4,-22.399999999999977,30,time_limit
2025-08-01,10:00:00,2025-08-01,10:30:00,56400.0,55300.0,520.0,399.45,602.65,356.25,919.45,958.9,-39.44999999999993,30,time_limit
2025-08-01,11:00:00,2025-08-01,11:30:00,56500.0,55400.0,514.45,400.2,485.55,421.9,914.6500000000001,907.45,7.2000000000000455,30,time_limit
2025-08-01,13:00:00,2025-08-01,13:30:00,56400.0,55200.0,499.0,379.65,518.0,366.3,878.65,884.3,-5.649999999999977,30,time_limit
2025-08-01,14:00:00,2025-08-01,14:30:00,56300.0,55200.0,527.0,392.8,509.0,413.65,919.8,922.65,-2.8500000000000227,30,time_limit
2025-08-04,09:20:00,2025-08-04,09:50:00,56300.0,55200.0,482.9,401.15,433.65,475.9,884.05,909.55,-25.5,30,time_limit
2025-08-04,10:00:00,2025-08-04,10:30:00,56100.0,55000.0,512.05,421.25,527.05,398.1,933.3,925.15,8.149999999999977,30,time_limit
2025-08-04,11:00:00,2025-08-04,11:30:00,56100.0,54900.0,503.0,385.45,542.7,352.5,888.45,895.2,-6.75,30,time_limit
2025-08-04,13:00:00,2025-08-04,13:30:00,56200.0,55100.0,504.3,387.2,478.2,408.6,891.5,886.8,4.7000000000000455,30,time_limit
2025-08-04,14:00:00,2025-08-04,14:30:00,56200.0,55100.0,499.0,385.45,493.85,391.2,884.45,885.05,-0.599999999999909,30,time_limit
2025-08-04,09:20:00,2025-08-04,09:50:00,56300.0,55300.0,965.0,715.4,920.0,641.85,1680.4,1561.85,118.55000000000018,30,time_limit
2025-08-04,10:00:00,2025-08-04,10:30:00,56100.0,55000.0,1037.0,638.6,1037.0,598.75,1675.6,1635.75,39.84999999999991,30,time_limit
2025-08-04,11:00:00,2025-08-04,11:30:00,56100.0,54900.0,1037.0,0.0,1030.0,0.0,1037.0,1030.0,7.0,30,time_limit
2025-08-04,13:00:00,2025-08-04,13:30:00,56200.0,55100.0,985.0,617.65,978.7,617.65,1602.65,1596.35,6.300000000000182,30,time_limit
2025-08-04,14:00:00,2025-08-04,14:30:00,56200.0,55100.0,978.7,617.65,966.7,609.5,1596.35,1576.2,20.149999999999864,30,time_limit
2025-08-05,09:20:00,2025-08-05,09:50:00,56100.0,55000.0,485.25,369.05,476.95,389.55,854.3,866.5,-12.200000000000045,30,time_limit
2025-08-05,10:00:00,2025-08-05,10:30:00,56000.0,54900.0,511.35,373.45,510.15,366.55,884.8,876.7,8.099999999999909,30,time_limit
2025-08-05,11:00:00,2025-08-05,11:30:00,56000.0,54900.0,492.8,374.0,500.7,363.05,866.8,863.75,3.0499999999999545,30,time_limit
2025-08-05,13:00:00,2025-08-05,13:30:00,56000.0,54900.0,480.55,370.3,431.3,415.2,850.85,846.5,4.350000000000023,30,time_limit
