entry_date,entry_time,exit_date,exit_time,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,total_premium_received,total_premium_paid,pnl,hold_duration_minutes,exit_reason
2025-08-01,13:00:00,2025-08-01,15:24:59,56100.0,55500.0,638.5,475.0,556.1,564.8,1113.5,1120.9,-7.400000000000091,144,time_limit
2025-08-04,13:00:00,2025-08-04,15:24:59,55900.0,55300.0,650.5,450.45,650.55,430.0,1100.95,1080.55,20.40000000000009,144,time_limit
2025-08-05,13:00:00,2025-08-05,15:24:59,55700.0,55200.0,621.3,467.2,548.45,501.05,1088.5,1049.5,39.0,144,time_limit
2025-08-06,13:00:00,2025-08-06,15:24:59,55700.0,55200.0,569.0,446.0,568.5,444.3,1015.0,1012.8,2.2000000000000455,144,time_limit
2025-08-07,13:00:00,2025-08-07,15:24:59,55400.0,54900.0,571.95,419.75,820.55,248.0,991.7,1068.55,-76.84999999999991,144,time_limit
2025-08-08,13:00:00,2025-08-08,15:24:59,55500.0,54900.0,535.0,366.15,411.55,489.2,901.15,900.75,0.39999999999997726,144,time_limit
2025-08-11,13:00:00,2025-08-11,15:24:59,55500.0,55000.0,520.0,382.6,552.15,335.95,902.6,888.0999999999999,14.500000000000114,144,time_limit
2025-08-12,13:00:00,2025-08-12,15:24:59,55600.0,55100.0,486.2,357.0,392.05,440.8,843.2,832.85,10.350000000000023,144,time_limit
2025-08-13,13:00:00,2025-08-13,15:24:59,55500.0,54900.0,477.2,298.0,472.8,290.7,775.2,763.5,11.700000000000045,144,time_limit
2025-08-14,13:00:00,2025-08-14,15:24:59,55700.0,55200.0,434.1,327.95,385.3,361.15,762.05,746.45,15.599999999999909,144,time_limit
2025-08-18,13:00:00,2025-08-18,15:24:58,56100.0,55500.0,337.0,283.95,311.0,274.2,620.95,585.2,35.75,144,time_limit
2025-08-19,13:00:00,2025-08-19,15:24:59,56200.0,55600.0,291.25,226.35,262.35,219.2,517.6,481.55,36.05000000000001,144,time_limit
2025-08-20,13:00:00,2025-08-20,15:24:59,56000.0,55400.0,280.1,180.95,264.25,182.3,461.05,446.55,14.5,144,time_limit
2025-08-21,13:00:00,2025-08-21,15:24:59,56100.0,55500.0,249.35,142.55,201.15,146.95,391.9,348.1,43.799999999999955,144,time_limit
2025-08-22,13:00:00,2025-08-22,15:24:59,55600.0,55000.0,192.85,125.85,143.8,179.0,318.7,322.8,-4.100000000000023,144,time_limit
2025-08-25,13:00:00,2025-08-25,15:24:59,55500.0,54900.0,139.75,77.1,111.05,84.9,216.85,195.95,20.900000000000006,144,time_limit
2025-08-26,13:00:00,2025-08-26,15:24:59,54900.0,54300.0,87.6,59.4,59.95,91.45,147.0,151.4,-4.400000000000006,144,time_limit
2025-08-28,13:00:00,2025-08-28,15:24:59,54400.0,53800.0,13.55,14.15,0.15,0.05,27.700000000000003,0.2,27.500000000000004,144,time_limit
2025-08-29,13:00:00,2025-08-29,15:24:59,54100.0,53600.0,805.05,444.0,707.3,511.85,1249.05,1219.15,29.899999999999864,144,time_limit
2025-09-01,13:00:00,2025-09-01,15:24:58,54100.0,53600.0,769.0,415.35,826.25,376.9,1184.35,1203.15,-18.800000000000182,144,time_limit
2025-09-02,13:00:00,2025-09-02,15:24:59,54300.0,53800.0,712.35,412.85,541.4,568.75,1125.2,1110.15,15.049999999999955,144,time_limit
2025-09-03,13:00:00,2025-09-03,15:24:58,53900.0,53400.0,715.75,395.0,922.3,294.8,1110.75,1217.1,-106.34999999999991,144,time_limit
2025-09-04,13:00:00,2025-09-04,15:24:59,54500.0,53900.0,608.55,385.2,528.0,437.8,993.75,965.8,27.950000000000045,144,time_limit
2025-09-05,13:00:00,2025-09-05,15:24:59,54000.0,53500.0,630.05,373.45,795.9,275.85,1003.5,1071.75,-68.25,144,time_limit
2025-09-08,13:00:00,2025-09-08,15:24:59,54600.0,54100.0,558.7,356.85,519.5,373.05,915.5500000000001,892.55,23.000000000000114,144,time_limit
2025-09-09,13:00:00,2025-09-09,15:24:59,54400.0,53900.0,568.0,361.85,580.0,328.8,929.85,908.8,21.050000000000068,144,time_limit
2025-09-10,13:00:00,2025-09-10,15:24:59,54800.0,54300.0,530.0,340.0,525.85,329.0,870.0,854.85,15.149999999999977,144,time_limit
2025-09-11,13:00:00,2025-09-11,15:24:59,55000.0,54400.0,465.4,319.85,437.25,318.5,785.25,755.75,29.5,144,time_limit
2025-09-12,13:00:00,2025-09-12,15:24:59,55100.0,54500.0,416.7,293.0,420.0,277.3,709.7,697.3,12.400000000000091,144,time_limit
2025-09-15,13:00:00,2025-09-15,15:24:59,55200.0,54700.0,416.0,275.6,397.0,281.55,691.6,678.55,13.050000000000068,144,time_limit
2025-09-16,13:00:00,2025-09-16,15:24:59,55400.0,54900.0,390.6,275.65,393.0,252.55,666.25,645.55,20.700000000000045,144,time_limit
2025-09-17,13:00:00,2025-09-17,15:24:59,55700.0,55100.0,346.5,212.05,396.0,204.55,558.55,600.55,-42.0,144,time_limit
2025-09-18,13:00:00,2025-09-18,15:24:58,55900.0,55400.0,333.0,215.55,350.5,186.45,548.55,536.95,11.599999999999909,144,time_limit
2025-09-19,13:00:00,2025-09-19,15:24:59,55700.0,55100.0,316.0,178.15,312.45,155.35,494.15,467.79999999999995,26.350000000000023,144,time_limit
2025-09-22,13:00:00,2025-09-22,15:24:58,55900.0,55300.0,255.15,159.75,159.05,256.15,414.9,415.2,-0.30000000000001137,144,time_limit
2025-09-23,13:00:00,2025-09-23,15:24:59,55800.0,55200.0,250.45,157.3,263.3,132.5,407.75,395.8,11.949999999999989,144,time_limit
2025-09-24,13:00:00,2025-09-24,15:24:59,55500.0,54900.0,189.8,121.55,172.9,132.95,311.35,305.85,5.5,144,time_limit
2025-09-25,13:00:00,2025-09-25,15:24:59,55400.0,54900.0,201.4,110.0,135.25,152.15,311.4,287.4,24.0,144,time_limit
2025-09-26,13:00:00,2025-09-26,15:24:59,54800.0,54300.0,162.8,86.75,101.15,157.0,249.55,258.15,-8.599999999999966,144,time_limit
2025-09-29,13:00:00,2025-09-29,15:24:59,54600.0,54000.0,79.75,66.7,140.65,22.55,146.45,163.20000000000002,-16.75000000000003,144,time_limit
2025-09-30,13:00:00,2025-09-30,15:24:59,55000.0,54400.0,16.7,21.0,0.1,0.05,37.7,0.15000000000000002,37.550000000000004,144,time_limit
2025-10-01,13:00:00,2025-10-01,15:24:59,55500.0,54900.0,644.95,425.25,731.25,346.65,1070.2,1077.9,-7.7000000000000455,144,time_limit
2025-10-03,13:00:00,2025-10-03,15:24:59,55800.0,55200.0,607.45,380.55,624.55,349.85,988.0,974.4,13.600000000000023,144,time_limit
2025-10-06,13:00:00,2025-10-06,15:24:58,56400.0,55900.0,527.95,408.4,501.0,402.1,936.35,903.1,33.25,144,time_limit
2025-10-07,13:00:00,2025-10-07,15:24:58,56700.0,56100.0,478.0,368.75,416.1,397.25,846.75,813.35,33.39999999999998,144,time_limit
2025-10-08,13:00:00,2025-10-08,15:24:59,56400.0,55800.0,495.3,340.15,442.35,376.75,835.45,819.1,16.350000000000023,144,time_limit
2025-10-09,13:00:00,2025-10-09,15:24:59,56400.0,55800.0,488.45,326.0,530.0,293.85,814.45,823.85,-9.399999999999977,144,time_limit
2025-10-10,13:00:00,2025-10-10,15:24:59,57000.0,56400.0,494.0,305.0,428.4,311.95,799.0,740.3499999999999,58.65000000000009,144,time_limit
