entry_date,entry_time,exit_date,exit_time,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,total_premium_received,total_premium_paid,pnl,hold_duration_minutes,exit_reason
2025-08-19,13:00:00,2025-08-19,15:24:59,25500.0,24500.0,24.7,29.35,21.3,24.75,54.05,46.05,8.0,144,time_limit
2025-08-20,13:00:00,2025-08-20,15:24:59,25550.0,24550.0,19.3,20.55,16.7,21.95,39.85,38.65,1.2000000000000028,144,time_limit
2025-08-21,13:00:00,2025-08-21,15:24:59,25600.0,24600.0,11.9,14.75,7.45,12.85,26.65,20.3,6.349999999999998,144,time_limit
2025-08-22,13:00:00,2025-08-22,15:24:59,25400.0,24400.0,10.05,9.55,9.5,12.2,19.6,21.7,-2.099999999999998,144,time_limit
2025-08-25,13:00:00,2025-08-25,15:24:59,25500.0,24500.0,3.6,4.65,2.65,4.3,8.25,6.949999999999999,1.3000000000000007,144,time_limit
2025-08-26,13:00:00,2025-08-26,15:24:59,25300.0,24300.0,4.2,3.8,2.7,4.5,8.0,7.2,0.7999999999999998,144,time_limit
2025-08-28,13:00:00,2025-08-28,15:24:57,25050.0,24100.0,0.8,0.5,0.1,0.05,1.3,0.15000000000000002,1.15,144,time_limit
2025-09-18,13:00:00,2025-09-18,15:24:59,25900.0,24900.0,25.75,27.5,28.0,21.15,53.25,49.15,4.100000000000001,144,time_limit
2025-09-19,13:00:00,2025-09-19,15:24:59,25800.0,24800.0,25.0,21.25,25.75,17.4,46.25,43.15,3.1000000000000014,144,time_limit
2025-09-22,13:00:00,2025-09-22,15:24:59,25800.0,24800.0,15.75,17.35,13.05,23.7,33.1,36.75,-3.6499999999999986,144,time_limit
2025-09-23,13:00:00,2025-09-23,15:24:59,25700.0,24700.0,15.0,16.25,12.25,12.8,31.25,25.05,6.199999999999999,144,time_limit
2025-09-24,13:00:00,2025-09-24,15:24:59,25600.0,24600.0,9.3,8.7,7.3,8.35,18.0,15.649999999999999,2.3500000000000014,144,time_limit
2025-09-25,13:00:00,2025-09-25,15:24:59,25500.0,24500.0,8.35,7.7,5.55,8.45,16.05,14.0,2.0500000000000007,144,time_limit
2025-09-26,13:00:00,2025-09-26,15:24:59,25250.0,24300.0,6.85,5.35,5.1,10.05,12.2,15.15,-2.950000000000001,144,time_limit
2025-09-29,13:00:00,2025-09-29,15:24:59,25150.0,24150.0,3.45,2.85,3.75,2.6,6.300000000000001,6.35,-0.049999999999998934,144,time_limit
2025-09-30,13:00:00,2025-09-30,15:24:59,25150.0,24150.0,0.8,0.95,0.05,0.05,1.75,0.1,1.65,144,time_limit
2025-10-16,13:00:00,2025-10-16,15:24:59,26000.0,25000.0,32.25,36.65,42.85,29.6,68.9,72.45,-3.549999999999997,144,time_limit
2025-10-17,13:00:00,2025-10-17,15:24:59,26200.0,25200.0,32.05,42.0,27.2,39.4,74.05,66.6,7.450000000000003,144,time_limit
2025-10-20,13:00:00,2025-10-20,15:24:59,26400.0,25350.0,17.7,22.6,14.95,17.85,40.3,32.8,7.5,144,time_limit
2025-10-23,13:00:00,2025-10-23,15:24:59,26600.0,25550.0,9.05,11.95,4.05,17.85,21.0,21.900000000000002,-0.9000000000000021,144,time_limit
2025-10-24,13:00:00,2025-10-24,15:24:59,26350.0,25300.0,6.05,6.65,7.3,5.95,12.7,13.25,-0.5500000000000007,144,time_limit
2025-10-27,13:00:00,2025-10-27,15:24:59,26500.0,25450.0,2.8,5.75,3.2,5.25,8.55,8.45,0.10000000000000142,144,time_limit
2025-10-28,13:00:00,2025-10-28,15:24:59,26450.0,25400.0,0.6,0.75,0.05,0.05,1.35,0.1,1.25,144,time_limit
2025-11-13,13:00:00,2025-11-13,15:24:59,26500.0,25450.0,49.4,45.3,39.6,60.3,94.69999999999999,99.9,-5.200000000000017,144,time_limit
2025-11-14,13:00:00,2025-11-14,15:24:59,26300.0,25300.0,57.95,41.0,73.1,30.6,98.95,103.69999999999999,-4.749999999999986,144,time_limit
2025-11-17,13:00:00,2025-11-17,15:24:59,26500.0,25450.0,32.5,24.1,32.25,24.5,56.6,56.75,-0.14999999999999858,144,time_limit
2025-11-18,13:00:00,2025-11-18,15:24:59,26450.0,25400.0,25.35,23.65,19.2,23.3,49.0,42.5,6.5,144,time_limit
2025-11-19,13:00:00,2025-11-19,15:24:59,26550.0,25500.0,12.15,18.6,13.75,17.65,30.75,31.4,-0.6499999999999986,144,time_limit
2025-11-20,13:00:00,2025-11-20,15:24:59,26700.0,25650.0,5.7,13.3,7.55,9.6,19.0,17.15,1.8500000000000014,144,time_limit
2025-11-21,13:00:00,2025-11-21,15:24:59,26700.0,25650.0,3.8,6.95,2.55,10.8,10.75,13.350000000000001,-2.6000000000000014,144,time_limit
2025-11-24,13:00:00,2025-11-24,15:24:59,26600.0,25550.0,2.0,2.2,2.05,2.6,4.2,4.65,-0.4500000000000002,144,time_limit
2025-11-25,13:00:00,2025-11-25,15:24:59,26500.0,25450.0,0.45,0.6,0.05,0.05,1.05,0.1,0.9500000000000001,144,time_limit
