entry_date,entry_time,exit_date,exit_time,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,total_premium_received,total_premium_paid,pnl,hold_duration_minutes,exit_reason
2025-08-19,09:30:00,2025-08-19,15:24:59,25050.0,24800.0,125.1,96.6,145.65,65.25,221.7,210.9,10.799999999999983,354,time_limit
2025-08-20,09:30:00,2025-08-20,15:24:59,25050.0,24800.0,107.25,82.05,158.85,50.45,189.3,209.3,-20.0,354,time_limit
2025-08-21,09:30:00,2025-08-21,15:24:59,25200.0,24950.0,88.75,75.3,81.9,57.85,164.05,139.75,24.30000000000001,354,time_limit
2025-08-22,09:30:00,2025-08-22,15:24:59,25100.0,24850.0,75.0,59.6,44.0,91.35,134.6,135.35,-0.75,354,time_limit
2025-08-25,09:30:00,2025-08-25,15:24:59,25050.0,24800.0,56.5,35.55,53.95,20.55,92.05,74.5,17.549999999999997,354,time_limit
2025-08-26,09:30:00,2025-08-26,15:24:59,24900.0,24700.0,42.7,36.95,22.8,54.7,79.65,77.5,2.1500000000000057,354,time_limit
2025-08-28,09:30:00,2025-08-28,15:24:59,24650.0,24400.0,16.1,10.5,0.15,0.05,26.6,0.2,26.400000000000002,354,time_limit
2025-09-18,09:30:00,2025-09-18,15:24:59,25550.0,25300.0,132.3,76.5,128.25,70.0,208.8,198.25,10.550000000000011,354,time_limit
2025-09-19,09:30:00,2025-09-19,15:24:59,25500.0,25250.0,105.45,77.9,102.3,75.95,183.35000000000002,178.25,5.100000000000023,354,time_limit
2025-09-22,09:30:00,2025-09-22,15:24:57,25450.0,25200.0,89.75,79.0,66.0,100.2,168.75,166.2,2.5500000000000114,354,time_limit
2025-09-23,09:30:00,2025-09-23,15:24:59,25350.0,25150.0,80.75,92.2,78.8,79.95,172.95,158.75,14.199999999999989,354,time_limit
2025-09-24,09:30:00,2025-09-24,15:24:59,25200.0,24950.0,79.85,52.3,67.4,46.3,132.14999999999998,113.7,18.449999999999974,354,time_limit
2025-09-25,09:30:00,2025-09-25,15:24:59,25200.0,24950.0,55.1,45.3,25.9,86.3,100.4,112.19999999999999,-11.799999999999983,354,time_limit
2025-09-26,09:30:00,2025-09-26,15:24:59,24900.0,24650.0,63.05,26.8,24.6,67.1,89.85,91.69999999999999,-1.8499999999999943,354,time_limit
2025-09-29,09:30:00,2025-09-29,15:24:59,24850.0,24600.0,34.4,24.45,11.9,24.9,58.849999999999994,36.8,22.049999999999997,354,time_limit
2025-09-30,09:30:00,2025-09-30,15:24:59,24800.0,24550.0,14.55,13.65,0.05,0.05,28.200000000000003,0.1,28.1,354,time_limit
2025-10-16,09:30:00,2025-10-16,15:24:57,25550.0,25300.0,147.85,86.55,227.95,62.05,234.39999999999998,290.0,-55.60000000000002,354,time_limit
2025-10-17,09:30:00,2025-10-17,15:24:59,25750.0,25500.0,126.8,109.6,174.95,84.5,236.39999999999998,259.45,-23.05000000000001,354,time_limit
2025-10-20,09:30:00,2025-10-20,15:24:59,26000.0,25750.0,119.05,84.75,106.35,73.75,203.8,180.1,23.700000000000017,354,time_limit
2025-10-23,09:30:00,2025-10-23,15:24:59,26200.0,25950.0,96.1,61.95,32.4,108.35,158.05,140.75,17.30000000000001,354,time_limit
2025-10-24,09:30:00,2025-10-24,15:24:59,26000.0,25750.0,89.65,41.4,34.3,66.85,131.05,101.14999999999999,29.90000000000002,354,time_limit
2025-10-27,09:30:00,2025-10-27,15:24:59,26000.0,25750.0,56.3,22.05,76.95,11.8,78.35,88.75,-10.400000000000006,354,time_limit
2025-10-28,09:30:00,2025-10-28,15:24:59,26100.0,25850.0,28.9,18.35,0.1,0.1,47.25,0.2,47.05,354,time_limit
2025-11-13,09:30:00,2025-11-13,15:24:59,26000.0,25750.0,186.4,118.0,187.1,124.35,304.4,311.45,-7.050000000000011,354,time_limit
2025-11-14,09:30:00,2025-11-14,15:24:59,25950.0,25700.0,185.05,115.3,207.25,90.2,300.35,297.45,2.900000000000034,354,time_limit
2025-11-17,09:30:00,2025-11-17,15:24:59,26100.0,25850.0,152.3,105.25,149.55,87.95,257.55,237.5,20.05000000000001,354,time_limit
2025-11-18,09:30:00,2025-11-18,15:24:59,26100.0,25850.0,118.95,109.15,92.85,116.25,228.10000000000002,209.1,19.00000000000003,354,time_limit
2025-11-19,09:30:00,2025-11-19,15:24:59,26050.0,25750.0,96.05,77.9,152.95,45.25,173.95,198.2,-24.25,354,time_limit
2025-11-20,09:30:00,2025-11-20,15:24:59,26250.0,25950.0,73.25,65.3,108.8,33.8,138.55,142.6,-4.049999999999983,354,time_limit
2025-11-21,09:30:00,2025-11-21,15:24:58,26300.0,26050.0,59.25,66.75,26.2,92.95,126.0,119.15,6.849999999999994,354,time_limit
2025-11-24,09:30:00,2025-11-24,15:24:59,26250.0,26000.0,35.05,31.2,6.65,80.45,66.25,87.10000000000001,-20.85000000000001,354,time_limit
2025-11-25,09:30:00,2025-11-25,15:24:59,26100.0,25800.0,13.05,8.1,0.1,0.05,21.15,0.15000000000000002,21.0,354,time_limit
