entry_date,entry_time,exit_date,exit_time,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,total_premium_received,total_premium_paid,pnl,hold_duration_minutes,exit_reason
2025-08-01,09:30:00,2025-08-01,15:24:59,55800.0,55800.0,814.75,597.25,702.55,697.45,1412.0,1400.0,12.0,354,time_limit
2025-08-04,09:30:00,2025-08-04,15:24:59,55700.0,55700.0,791.5,569.75,761.0,579.95,1361.25,1340.95,20.299999999999955,354,time_limit
2025-08-05,09:30:00,2025-08-05,15:24:59,55600.0,55600.0,749.15,570.25,600.1,678.65,1319.4,1278.75,40.65000000000009,354,time_limit
2025-08-06,09:30:00,2025-08-06,15:24:59,55500.0,55500.0,722.1,568.2,671.05,563.5,1290.3000000000002,1234.55,55.75000000000023,354,time_limit
2025-08-07,09:30:00,2025-08-07,15:24:59,55300.0,55300.0,712.95,516.85,888.9,358.6,1229.8000000000002,1247.5,-17.699999999999818,354,time_limit
2025-08-08,09:30:00,2025-08-08,15:24:59,55400.0,55400.0,680.0,496.3,453.05,732.55,1176.3,1185.6,-9.299999999999955,354,time_limit
2025-08-11,09:30:00,2025-08-11,15:24:59,55200.0,55200.0,650.75,506.0,729.0,405.15,1156.75,1134.15,22.59999999999991,354,time_limit
2025-08-12,09:30:00,2025-08-12,15:24:59,55400.0,55400.0,626.3,461.65,481.95,581.8,1087.9499999999998,1063.75,24.199999999999818,354,time_limit
2025-08-13,09:30:00,2025-08-13,15:24:59,55100.0,55100.0,690.0,399.25,699.5,357.45,1089.25,1056.95,32.299999999999955,354,time_limit
2025-08-14,09:30:00,2025-08-14,15:24:59,55300.0,55300.0,591.6,423.55,591.95,400.55,1015.1500000000001,992.5,22.65000000000009,354,time_limit
2025-08-18,09:30:00,2025-08-18,15:24:58,56100.0,56100.0,488.4,394.0,311.0,549.0,882.4,860.0,22.399999999999977,354,time_limit
2025-08-19,09:30:00,2025-08-19,15:24:59,55700.0,55700.0,489.9,344.6,525.95,252.8,834.5,778.75,55.75,354,time_limit
2025-08-20,09:30:00,2025-08-20,15:24:59,55600.0,55600.0,451.0,289.7,476.0,247.0,740.7,723.0,17.700000000000045,354,time_limit
2025-08-21,09:30:00,2025-08-21,15:24:59,55800.0,55800.0,379.95,287.3,347.35,248.25,667.25,595.6,71.64999999999998,354,time_limit
2025-08-22,09:30:00,2025-08-22,15:24:59,55500.0,55500.0,367.0,223.1,176.0,422.5,590.1,598.5,-8.399999999999977,354,time_limit
2025-08-25,09:30:00,2025-08-25,15:24:59,55300.0,55300.0,305.65,183.7,186.15,230.35,489.34999999999997,416.5,72.84999999999997,354,time_limit
2025-08-26,09:30:00,2025-08-26,15:24:59,54600.0,54600.0,269.5,162.85,143.7,213.75,432.35,357.45,74.90000000000003,354,time_limit
2025-08-28,09:30:00,2025-08-28,15:24:59,54000.0,54000.0,146.55,131.85,0.05,181.65,278.4,181.70000000000002,96.69999999999996,354,time_limit
2025-08-29,09:30:00,2025-08-29,15:24:59,53900.0,53900.0,985.65,555.95,819.05,637.1,1541.6,1456.15,85.44999999999982,354,time_limit
2025-09-01,09:30:00,2025-09-01,15:24:59,53900.0,53900.0,930.35,504.85,951.05,473.1,1435.2,1424.15,11.049999999999955,354,time_limit
2025-09-02,09:30:00,2025-09-02,15:24:59,54000.0,54000.0,833.85,535.8,688.55,656.7,1369.65,1345.25,24.40000000000009,354,time_limit
2025-09-03,09:30:00,2025-09-03,15:24:59,53700.0,53700.0,895.3,491.0,1054.0,376.15,1386.3,1430.15,-43.850000000000136,354,time_limit
2025-09-04,09:30:00,2025-09-04,15:24:59,54300.0,54300.0,778.5,504.1,630.3,602.0,1282.6,1232.3,50.299999999999955,354,time_limit
2025-09-05,09:30:00,2025-09-05,15:24:59,54100.0,54100.0,754.4,472.2,735.0,466.45,1226.6,1201.45,25.149999999999864,354,time_limit
2025-09-08,09:30:00,2025-09-08,15:24:59,54200.0,54200.0,690.6,473.95,743.2,409.25,1164.55,1152.45,12.099999999999909,354,time_limit
2025-09-09,09:30:00,2025-09-09,15:24:59,54300.0,54300.0,657.55,472.95,634.95,476.6,1130.5,1111.5500000000002,18.949999999999818,354,time_limit
2025-09-10,09:30:00,2025-09-10,15:24:59,54500.0,54500.0,634.1,449.6,699.55,397.65,1083.7,1097.1999999999998,-13.499999999999773,354,time_limit
