entry_date,entry_time,exit_date,exit_time,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,total_premium_received,total_premium_paid,pnl,hold_duration_minutes,exit_reason
2025-08-01,09:30:00,2025-08-01,15:24:59,56100.0,55500.0,646.0,483.85,556.1,564.8,1129.85,1120.9,8.949999999999818,354,time_limit
2025-08-04,09:30:00,2025-08-04,15:24:59,56000.0,55400.0,629.9,458.3,598.0,462.8,1088.2,1060.8,27.40000000000009,354,time_limit
2025-08-05,09:30:00,2025-08-05,15:24:59,55900.0,55300.0,592.2,455.0,459.85,542.9,1047.2,1002.75,44.450000000000045,354,time_limit
2025-08-06,09:30:00,2025-08-06,15:24:59,55700.0,55200.0,614.15,449.8,568.5,444.3,1063.95,1012.8,51.15000000000009,354,time_limit
2025-08-07,09:30:00,2025-08-07,15:24:59,55600.0,55000.0,553.85,402.8,697.9,273.85,956.6500000000001,971.75,-15.099999999999909,354,time_limit
2025-08-08,09:30:00,2025-08-08,15:24:59,55700.0,55100.0,520.0,380.2,335.65,579.1,900.2,914.75,-14.549999999999955,354,time_limit
2025-08-11,09:30:00,2025-08-11,15:24:59,55500.0,54900.0,492.0,386.65,552.15,302.9,878.65,855.05,23.600000000000023,354,time_limit
2025-08-12,09:30:00,2025-08-12,15:24:59,55700.0,55200.0,470.45,381.95,350.5,480.6,852.4,831.1,21.299999999999955,354,time_limit
2025-08-13,09:30:00,2025-08-13,15:24:59,55400.0,54800.0,521.05,295.7,525.3,259.95,816.75,785.25,31.5,354,time_limit
2025-08-14,09:30:00,2025-08-14,15:24:59,55500.0,55000.0,482.4,311.6,480.8,292.3,794.0,773.1,20.899999999999977,354,time_limit
2025-08-18,09:30:00,2025-08-18,15:24:59,56400.0,55800.0,336.9,279.95,205.4,394.5,616.8499999999999,599.9,16.949999999999932,354,time_limit
2025-08-19,09:30:00,2025-08-19,15:24:59,56000.0,55400.0,331.0,231.7,352.05,165.45,562.7,517.5,45.200000000000045,354,time_limit
2025-08-20,09:30:00,2025-08-20,15:24:59,55900.0,55300.0,293.35,186.5,310.05,156.0,479.85,466.05,13.800000000000011,354,time_limit
2025-08-21,09:30:00,2025-08-21,15:24:59,56000.0,55500.0,277.0,179.5,242.9,146.95,456.5,389.85,66.64999999999998,354,time_limit
2025-08-22,09:30:00,2025-08-22,15:24:59,55800.0,55200.0,214.0,127.6,95.7,257.55,341.6,353.25,-11.649999999999977,354,time_limit
2025-08-25,09:30:00,2025-08-25,15:24:59,55600.0,55000.0,161.05,91.6,84.7,109.75,252.65,194.45,58.20000000000002,354,time_limit
2025-08-26,09:30:00,2025-08-26,15:24:59,54900.0,54400.0,126.55,101.0,59.95,121.65,227.55,181.60000000000002,45.94999999999999,354,time_limit
2025-08-28,09:30:00,2025-08-28,15:24:59,54300.0,53700.0,47.0,42.5,0.05,0.1,89.5,0.15000000000000002,89.35,354,time_limit
2025-08-29,09:30:00,2025-08-29,15:24:59,54200.0,53600.0,809.6,455.0,658.5,511.85,1264.6,1170.35,94.25,354,time_limit
2025-09-01,09:30:00,2025-09-01,15:24:59,54200.0,53700.0,752.45,436.05,770.0,406.15,1188.5,1176.15,12.349999999999909,354,time_limit
2025-09-02,09:30:00,2025-09-02,15:24:59,54200.0,53700.0,718.8,425.35,587.3,527.7,1144.15,1115.0,29.15000000000009,354,time_limit
2025-09-03,09:30:00,2025-09-03,15:24:58,54000.0,53500.0,720.0,421.0,858.0,320.4,1141.0,1178.4,-37.40000000000009,354,time_limit
2025-09-04,09:30:00,2025-09-04,15:24:59,54600.0,54100.0,614.0,429.0,482.75,515.8,1043.0,998.55,44.450000000000045,354,time_limit
2025-09-05,09:30:00,2025-09-05,15:24:59,54400.0,53900.0,586.55,397.2,568.0,394.05,983.75,962.05,21.700000000000045,354,time_limit
2025-09-08,09:30:00,2025-09-08,15:24:59,54400.0,53900.0,576.5,362.8,625.0,307.95,939.3,932.95,6.349999999999909,354,time_limit
2025-09-09,09:30:00,2025-09-09,15:24:59,54500.0,54000.0,548.75,358.1,526.9,360.0,906.85,886.9,19.950000000000045,354,time_limit
2025-09-10,09:30:00,2025-09-10,15:24:59,54700.0,54200.0,525.0,338.5,581.65,299.85,863.5,881.5,-18.0,354,time_limit
2025-09-11,09:30:00,2025-09-11,15:24:59,54900.0,54300.0,484.4,322.4,488.7,287.8,806.8,776.5,30.299999999999955,354,time_limit
2025-09-12,09:30:00,2025-09-12,15:24:59,54900.0,54400.0,490.05,301.9,526.0,248.55,791.95,774.55,17.40000000000009,354,time_limit
2025-09-15,09:30:00,2025-09-15,15:24:59,55200.0,54700.0,412.95,288.8,397.0,281.55,701.75,678.55,23.200000000000045,354,time_limit
2025-09-16,09:30:00,2025-09-16,15:24:59,55200.0,54700.0,385.85,281.7,503.5,200.5,667.55,704.0,-36.450000000000045,354,time_limit
2025-09-17,09:30:00,2025-09-17,15:24:59,55500.0,55000.0,378.0,242.7,508.7,181.4,620.7,690.1,-69.39999999999998,354,time_limit
2025-09-18,09:30:00,2025-09-18,15:24:59,56000.0,55400.0,320.1,200.55,301.5,186.45,520.6500000000001,487.95,32.7000000000001,354,time_limit
2025-09-19,09:30:00,2025-09-19,15:24:59,55900.0,55300.0,297.0,189.4,225.35,207.45,486.4,432.79999999999995,53.60000000000002,354,time_limit
2025-09-22,09:30:00,2025-09-22,15:24:57,55900.0,55400.0,247.8,212.35,159.05,297.0,460.15,456.05,4.099999999999966,354,time_limit
2025-09-23,09:30:00,2025-09-23,15:24:59,55600.0,54900.0,228.55,155.5,371.15,83.85,384.05,455.0,-70.94999999999999,354,time_limit
2025-09-24,09:30:00,2025-09-24,15:24:59,55600.0,55000.0,218.65,134.95,140.9,161.55,353.6,302.45000000000005,51.14999999999998,354,time_limit
2025-09-25,09:30:00,2025-09-25,15:24:59,55500.0,54900.0,178.7,111.85,107.45,152.15,290.54999999999995,259.6,30.949999999999932,354,time_limit
2025-09-26,09:30:00,2025-09-26,15:24:59,54900.0,54400.0,183.75,99.15,81.85,197.45,282.9,279.29999999999995,3.6000000000000227,354,time_limit
2025-09-29,09:30:00,2025-09-29,15:24:59,54800.0,54200.0,105.2,73.55,67.05,36.7,178.75,103.75,75.0,354,time_limit
2025-09-30,09:30:00,2025-09-30,15:24:59,55000.0,54400.0,46.45,55.3,0.1,0.05,101.75,0.15000000000000002,101.6,354,time_limit
2025-10-01,09:30:00,2025-10-01,15:24:59,55000.0,54500.0,713.0,444.75,1058.2,251.0,1157.75,1309.2,-151.45000000000005,354,time_limit
2025-10-03,09:30:00,2025-10-03,15:24:59,55700.0,55100.0,630.0,411.75,681.2,321.35,1041.75,1002.5500000000001,39.19999999999993,354,time_limit
2025-10-06,09:30:00,2025-10-06,15:24:59,56100.0,55500.0,547.45,390.0,669.45,283.25,937.45,952.7,-15.25,354,time_limit
2025-10-07,09:30:00,2025-10-07,15:24:58,56500.0,55900.0,492.0,377.3,514.5,331.65,869.3,846.15,23.149999999999977,354,time_limit
2025-10-08,09:30:00,2025-10-08,15:24:59,56500.0,56000.0,526.35,358.8,396.7,450.0,885.1500000000001,846.7,38.450000000000045,354,time_limit
2025-10-09,09:30:00,2025-10-09,15:24:59,56300.0,55800.0,539.65,343.2,585.0,293.85,882.8499999999999,878.85,3.9999999999998863,354,time_limit
2025-10-10,09:30:00,2025-10-10,15:24:59,56700.0,56100.0,483.6,312.9,595.0,231.6,796.5,826.6,-30.100000000000023,354,time_limit
2025-10-13,09:30:00,2025-10-13,15:24:59,56700.0,56100.0,486.0,319.45,591.6,249.7,805.45,841.3,-35.84999999999991,354,time_limit
2025-10-14,09:30:00,2025-10-14,15:24:59,57000.0,56400.0,442.95,314.05,350.0,378.0,757.0,728.0,29.0,354,time_limit
2025-10-15,09:30:00,2025-10-15,15:24:59,56900.0,56300.0,458.75,264.65,498.55,218.5,723.4,717.05,6.350000000000023,354,time_limit
2025-10-16,09:30:00,2025-10-16,15:24:59,57400.0,56800.0,352.75,267.3,490.6,214.5,620.05,705.1,-85.05000000000007,354,time_limit
2025-10-17,09:30:00,2025-10-17,15:24:58,57700.0,57200.0,371.6,329.05,493.9,260.0,700.6500000000001,753.9,-53.249999999999886,354,time_limit
2025-10-20,09:30:00,2025-10-20,15:24:59,58400.0,57800.0,248.2,266.85,222.95,225.8,515.05,448.75,66.29999999999995,354,time_limit
2025-10-23,09:30:00,2025-10-23,15:24:59,58600.0,58100.0,199.6,225.8,80.85,308.55,425.4,389.4,36.0,354,time_limit
2025-10-24,09:30:00,2025-10-24,15:24:59,58400.0,57800.0,146.85,141.95,59.3,291.5,288.79999999999995,350.8,-62.00000000000006,354,time_limit
2025-10-27,09:30:00,2025-10-27,15:24:59,58300.0,57700.0,107.0,86.0,128.3,38.05,193.0,166.35000000000002,26.649999999999977,354,time_limit
2025-10-28,09:30:00,2025-10-28,15:24:59,58500.0,57900.0,54.2,62.5,0.15,0.05,116.7,0.2,116.5,354,time_limit
2025-10-29,09:30:00,2025-10-29,15:24:59,58600.0,58000.0,769.4,496.65,819.2,427.25,1266.05,1246.45,19.59999999999991,354,time_limit
